backend,category,frozen_at_this_iter,iter,model,op,skipped,speedup_vs_torch,stop_score,tok_cached_input,tok_fresh_input,tok_output,tok_reasoning,tokens_this_iter,verify_clean
cutile,Reduction/Norm,False,9,claude-opus-4-7,batch_normalization,False,10.760950665363955,0.5702544931999766,0,68575,11805,0,80380,True
triton,Reduction/Norm,False,0,gpt-5.5,batch_normalization,False,7.889038944553731,0.4434080882629452,0,33533,16714,13773,64020,True
cutile,Reduction/Norm,False,0,gpt-5.5,batch_normalization,False,,0.0,0,33533,16714,13773,64020,False
triton,Reduction/Norm,False,1,gpt-5.5,batch_normalization,False,6.305550855167716,0.359605950050445,0,37859,13936,10918,62713,True
cutile,Reduction/Norm,False,1,gpt-5.5,batch_normalization,False,8.203953017186414,0.4723076502457347,0,37859,13936,10918,62713,True
triton,Reduction/Norm,False,2,gpt-5.5,batch_normalization,False,4.850212617327618,0.269941591966583,0,39723,20708,17431,77862,True
cutile,Reduction/Norm,False,2,gpt-5.5,batch_normalization,False,8.240508590599987,0.4713531131593649,0,39723,20708,17431,77862,True
triton,Reduction/Norm,False,3,gpt-5.5,batch_normalization,False,,0.0,0,41637,15916,12749,70302,False
cutile,Reduction/Norm,False,3,gpt-5.5,batch_normalization,False,9.110311128926146,0.5133249413022728,0,41637,15916,12749,70302,True
triton,Reduction/Norm,False,4,gpt-5.5,batch_normalization,False,8.006997584079482,0.45057493964338224,0,40766,8790,5684,55240,True
cutile,Reduction/Norm,False,4,gpt-5.5,batch_normalization,False,9.711900288237658,0.5182728951747088,0,40766,8790,5684,55240,True
triton,Reduction/Norm,False,5,gpt-5.5,batch_normalization,False,,0.0,0,38632,13441,10214,62287,False
cutile,Reduction/Norm,False,5,gpt-5.5,batch_normalization,False,9.169579769034502,0.5387945129573495,0,38632,13441,10214,62287,True
triton,Reduction/Norm,False,6,gpt-5.5,batch_normalization,False,8.344833671407462,0.4628760174939009,0,41236,11896,8734,61866,True
cutile,Reduction/Norm,False,6,gpt-5.5,batch_normalization,False,9.298467788078856,0.5320377690271122,0,41236,11896,8734,61866,True
triton,Reduction/Norm,False,7,gpt-5.5,batch_normalization,False,9.350331699187256,0.54823212538607,0,40716,17813,14486,73015,True
cutile,Reduction/Norm,False,7,gpt-5.5,batch_normalization,False,9.290962219069268,0.5339757415063878,0,40716,17813,14486,73015,True
triton,Reduction/Norm,False,8,gpt-5.5,batch_normalization,False,,0.3968869409603858,0,41246,16459,12947,70652,False
cutile,Reduction/Norm,False,8,gpt-5.5,batch_normalization,False,1.9873299301143987,0.09208247468783237,0,41246,16459,12947,70652,True
triton,Reduction/Norm,False,9,gpt-5.5,batch_normalization,False,9.595271611505378,0.5480224723810924,0,43496,9857,6536,59889,True
cutile,Reduction/Norm,False,9,gpt-5.5,batch_normalization,False,9.21699099513641,0.5401156861595537,0,43496,9857,6536,59889,True
triton,Matrix Mult./Attn,False,0,claude-opus-4-7,batched_matmul,False,,0.2615131626764179,0,53699,5835,0,59534,False
cutile,Matrix Mult./Attn,False,0,claude-opus-4-7,batched_matmul,False,,0.0,0,53699,5835,0,59534,False
triton,Matrix Mult./Attn,False,1,claude-opus-4-7,batched_matmul,False,8.874047133901456,0.20431043989379097,0,58239,5259,0,63498,True
cutile,Matrix Mult./Attn,False,1,claude-opus-4-7,batched_matmul,False,,0.4169487539098057,0,58239,5259,0,63498,False
triton,Matrix Mult./Attn,False,2,claude-opus-4-7,batched_matmul,False,,0.27195250144205685,0,58062,19369,0,77431,False
cutile,Matrix Mult./Attn,False,2,claude-opus-4-7,batched_matmul,False,,0.4158786869897252,0,58062,19369,0,77431,False
triton,Matrix Mult./Attn,False,3,claude-opus-4-7,batched_matmul,False,11.253150240270767,0.2518217798587989,0,60758,15225,0,75983,True
cutile,Matrix Mult./Attn,False,3,claude-opus-4-7,batched_matmul,False,,0.41790848842479955,0,60758,15225,0,75983,False
triton,Matrix Mult./Attn,False,4,claude-opus-4-7,batched_matmul,False,10.409141174065942,0.23635851505214736,0,59327,26228,0,85555,True
cutile,Matrix Mult./Attn,False,4,claude-opus-4-7,batched_matmul,False,,0.2771865232089876,0,59327,26228,0,85555,False
triton,Matrix Mult./Attn,False,5,claude-opus-4-7,batched_matmul,False,11.187941757559235,0.25190792665379586,0,61362,38646,0,100008,True
cutile,Matrix Mult./Attn,False,5,claude-opus-4-7,batched_matmul,False,,0.41713237260586833,0,61362,38646,0,100008,False
triton,Matrix Mult./Attn,False,6,claude-opus-4-7,batched_matmul,False,,0.3440297481992868,0,59850,16663,0,76513,False
cutile,Matrix Mult./Attn,False,6,claude-opus-4-7,batched_matmul,False,,0.4160935754796574,0,59850,16663,0,76513,False
triton,Matrix Mult./Attn,False,7,claude-opus-4-7,batched_matmul,False,7.082571819279392,0.15987521362673113,0,62307,27652,0,89959,True
cutile,Matrix Mult./Attn,False,7,claude-opus-4-7,batched_matmul,False,,0.43522370156810797,0,62307,27652,0,89959,False
triton,Matrix Mult./Attn,False,8,claude-opus-4-7,batched_matmul,False,11.236054665766678,0.2519687010106327,0,61907,11408,0,73315,True
cutile,Matrix Mult./Attn,False,8,claude-opus-4-7,batched_matmul,False,,0.4350988138180647,0,61907,11408,0,73315,False
triton,Matrix Mult./Attn,False,9,claude-opus-4-7,batched_matmul,False,,0.341873774068377,0,59799,8082,0,67881,False
cutile,Matrix Mult./Attn,False,9,claude-opus-4-7,batched_matmul,False,,0.3580390746111315,0,59799,8082,0,67881,False
triton,Matrix Mult./Attn,False,0,gpt-5.5,batched_matmul,False,,0.28961496003121684,0,33444,9939,8286,51669,False
cutile,Matrix Mult./Attn,False,0,gpt-5.5,batched_matmul,False,,0.0,0,33444,9939,8286,51669,False
triton,Matrix Mult./Attn,False,1,gpt-5.5,batched_matmul,False,8.964438146292057,0.20407828171315465,0,36344,12969,11322,60635,True
cutile,Matrix Mult./Attn,False,1,gpt-5.5,batched_matmul,False,,0.41584150378497187,0,36344,12969,11322,60635,False
triton,Matrix Mult./Attn,False,2,gpt-5.5,batched_matmul,False,,0.0,0,36157,15890,13984,66031,False
cutile,Matrix Mult./Attn,False,2,gpt-5.5,batched_matmul,False,,0.0,0,36157,15890,13984,66031,False
triton,Matrix Mult./Attn,False,3,gpt-5.5,batched_matmul,False,9.584394201228879,0.21885727034802152,0,38203,8765,6732,53700,True
cutile,Matrix Mult./Attn,False,3,gpt-5.5,batched_matmul,False,,0.4158987069416713,0,38203,8765,6732,53700,False
triton,Matrix Mult./Attn,False,4,gpt-5.5,batched_matmul,False,,0.06368116485491138,0,36715,13374,10865,60954,False
cutile,Matrix Mult./Attn,False,4,gpt-5.5,batched_matmul,False,,0.0,0,36715,13374,10865,60954,False
triton,Matrix Mult./Attn,False,5,gpt-5.5,batched_matmul,False,,0.2918919099162723,0,39041,11232,8793,59066,False
cutile,Matrix Mult./Attn,False,5,gpt-5.5,batched_matmul,False,,0.306255947595912,0,39041,11232,8793,59066,False
triton,Matrix Mult./Attn,False,6,gpt-5.5,batched_matmul,False,9.998448396989966,0.2277510662982041,0,39121,11709,9322,60152,True
cutile,Matrix Mult./Attn,False,6,gpt-5.5,batched_matmul,False,,0.0,0,39121,11709,9322,60152,False
triton,Matrix Mult./Attn,False,7,gpt-5.5,batched_matmul,False,,0.3034170887599418,0,37585,14226,11554,63365,False
cutile,Matrix Mult./Attn,False,7,gpt-5.5,batched_matmul,False,,0.4142722342609693,0,37585,14226,11554,63365,False
triton,Matrix Mult./Attn,False,8,gpt-5.5,batched_matmul,False,,0.30279111082885957,0,39612,19748,16910,76270,False
cutile,Matrix Mult./Attn,False,8,gpt-5.5,batched_matmul,False,,0.0,0,39612,19748,16910,76270,False
triton,Matrix Mult./Attn,False,9,gpt-5.5,batched_matmul,False,9.940187288304443,0.22716200245255866,0,39646,14858,12629,67133,True
cutile,Matrix Mult./Attn,False,9,gpt-5.5,batched_matmul,False,,0.2955981382386669,0,39646,14858,12629,67133,False
triton,Data Layout,False,0,claude-opus-4-7,bitonic_sort,False,,0.0,0,53777,55041,0,108818,False
cutile,Data Layout,False,0,claude-opus-4-7,bitonic_sort,False,,0.0,0,53777,55041,0,108818,False
triton,Data Layout,False,1,claude-opus-4-7,bitonic_sort,False,,0.0,0,59421,33188,0,92609,False
cutile,Data Layout,False,1,claude-opus-4-7,bitonic_sort,False,,0.0,0,59421,33188,0,92609,False
triton,Data Layout,False,2,claude-opus-4-7,bitonic_sort,False,,0.0,0,60700,27452,0,88152,False
cutile,Data Layout,False,2,claude-opus-4-7,bitonic_sort,False,51.5719444909615,0.0017996481818166456,0,60700,27452,0,88152,True
triton,Data Layout,False,3,claude-opus-4-7,bitonic_sort,False,,0.0,0,58364,13674,0,72038,False
cutile,Data Layout,False,3,claude-opus-4-7,bitonic_sort,False,54.674948261208606,0.0018541924905523248,0,58364,13674,0,72038,True
triton,Data Layout,False,4,claude-opus-4-7,bitonic_sort,False,71.43973845965544,0.0021909704713732833,0,58713,3087,0,61800,True
cutile,Data Layout,False,4,claude-opus-4-7,bitonic_sort,False,54.722870067306495,0.0018577907607619825,0,58713,3087,0,61800,True
triton,Data Layout,False,5,claude-opus-4-7,bitonic_sort,False,129.12563222432416,0.004446390002858237,0,56424,34473,0,90897,True
cutile,Data Layout,False,5,claude-opus-4-7,bitonic_sort,False,,0.0,0,56424,34473,0,90897,False
triton,Data Layout,False,6,claude-opus-4-7,bitonic_sort,False,132.50233365181592,0.00392977879964297,0,60644,5862,0,66506,True
cutile,Data Layout,False,6,claude-opus-4-7,bitonic_sort,False,,0.0,0,60644,5862,0,66506,False
triton,Data Layout,False,7,claude-opus-4-7,bitonic_sort,False,128.68723976452756,0.004436833562940636,0,60947,3904,0,64851,True
cutile,Data Layout,False,7,claude-opus-4-7,bitonic_sort,False,51.444839405848455,0.0017417219742078692,0,60947,3904,0,64851,True
triton,Data Layout,False,8,claude-opus-4-7,bitonic_sort,False,131.53147392088528,0.003893358653733469,0,60643,21701,0,82344,True
cutile,Data Layout,False,8,claude-opus-4-7,bitonic_sort,False,,0.0,0,60643,21701,0,82344,False
triton,Data Layout,False,9,claude-opus-4-7,bitonic_sort,False,109.23400090054862,0.0037322843136928397,0,62996,3511,0,66507,True
cutile,Data Layout,False,9,claude-opus-4-7,bitonic_sort,False,51.42635012928671,0.0017416304505440492,0,62996,3511,0,66507,True
triton,Data Layout,False,0,gpt-5.5,bitonic_sort,False,53.12973333590431,0.0017324160660822465,0,33434,10764,8804,53002,True
cutile,Data Layout,False,0,gpt-5.5,bitonic_sort,False,,0.0,0,33434,10764,8804,53002,False
triton,Data Layout,False,1,gpt-5.5,bitonic_sort,False,61.905323773352805,0.002572027770610918,0,36304,16399,13947,66650,True
cutile,Data Layout,False,1,gpt-5.5,bitonic_sort,False,58.66784791790424,0.0019620039699115768,0,36304,16399,13947,66650,True
triton,Data Layout,False,2,gpt-5.5,bitonic_sort,False,120.53302398507101,0.0035436281694788477,0,36795,16841,12925,66561,True
cutile,Data Layout,False,2,gpt-5.5,bitonic_sort,False,,0.0,0,36795,16841,12925,66561,False
triton,Data Layout,False,3,gpt-5.5,bitonic_sort,False,172.58428438962295,0.004179803851374508,0,39454,13901,9322,62677,True
cutile,Data Layout,False,3,gpt-5.5,bitonic_sort,False,,0.0,0,39454,13901,9322,62677,False
triton,Data Layout,False,4,gpt-5.5,bitonic_sort,False,243.08041478709316,0.005035530690115277,0,40575,11312,7250,59137,True
cutile,Data Layout,False,4,gpt-5.5,bitonic_sort,False,55.070275563304456,0.001837179657303898,0,40575,11312,7250,59137,True
triton,Data Layout,False,5,gpt-5.5,bitonic_sort,False,239.6744938915523,0.004978238450144459,0,39712,15195,11116,66023,True
cutile,Data Layout,False,5,gpt-5.5,bitonic_sort,False,46.95723697998531,0.0013887757375041442,0,39712,15195,11116,66023,True
triton,Data Layout,False,6,gpt-5.5,bitonic_sort,False,245.09840853440525,0.005070182247265439,0,43217,15960,9755,68932,True
cutile,Data Layout,False,6,gpt-5.5,bitonic_sort,False,,0.0,0,43217,15960,9755,68932,False
triton,Data Layout,False,7,gpt-5.5,bitonic_sort,False,780.4174513545821,0.011982699803778293,0,42692,12932,7313,62937,True
cutile,Data Layout,False,7,gpt-5.5,bitonic_sort,False,58.5297429986319,0.0019577493028831243,0,42692,12932,7313,62937,True
triton,Data Layout,False,8,gpt-5.5,bitonic_sort,False,516.5776431721989,0.008342711844498349,0,41728,17035,9589,68352,True
cutile,Data Layout,False,8,gpt-5.5,bitonic_sort,False,512.5875711153009,0.007439472923303057,0,41728,17035,9589,68352,True
triton,Data Layout,False,9,gpt-5.5,bitonic_sort,False,824.578637008079,0.012516958332183296,0,47832,16976,8276,73084,True
cutile,Data Layout,False,9,gpt-5.5,bitonic_sort,False,,0.01237744585710111,0,47832,16976,8276,73084,False
triton,Matrix Mult./Attn,False,0,claude-opus-4-7,block_sparse_attention,False,518.2252677260699,0.2103598575357012,0,55207,14025,0,69232,True
cutile,Matrix Mult./Attn,False,0,claude-opus-4-7,block_sparse_attention,False,,0.0,0,55207,14025,0,69232,False
triton,Matrix Mult./Attn,False,1,claude-opus-4-7,block_sparse_attention,False,498.8171440478897,0.20250490324336443,0,58949,5398,0,64347,True
cutile,Matrix Mult./Attn,False,1,claude-opus-4-7,block_sparse_attention,False,,0.0,0,58949,5398,0,64347,False
triton,Matrix Mult./Attn,False,2,claude-opus-4-7,block_sparse_attention,False,526.3336800089012,0.21366510138915967,0,61581,7958,0,69539,True
cutile,Matrix Mult./Attn,False,2,claude-opus-4-7,block_sparse_attention,False,,0.0,0,61581,7958,0,69539,False
triton,Matrix Mult./Attn,False,3,claude-opus-4-7,block_sparse_attention,False,517.9995246147905,0.21028082149994962,0,59409,18233,0,77642,True
cutile,Matrix Mult./Attn,False,3,claude-opus-4-7,block_sparse_attention,False,,0.0,0,59409,18233,0,77642,False
triton,Matrix Mult./Attn,False,4,claude-opus-4-7,block_sparse_attention,False,321.31560057821196,0.13043725650806579,0,62207,8575,0,70782,True
cutile,Matrix Mult./Attn,False,4,claude-opus-4-7,block_sparse_attention,False,,0.0,0,62207,8575,0,70782,False
triton,Matrix Mult./Attn,False,5,claude-opus-4-7,block_sparse_attention,False,530.1329103390889,0.21520689919426753,0,62194,8973,0,71167,True
cutile,Matrix Mult./Attn,False,5,claude-opus-4-7,block_sparse_attention,False,,0.0,0,62194,8973,0,71167,False
triton,Matrix Mult./Attn,False,6,claude-opus-4-7,block_sparse_attention,False,363.4668617661456,0.14754142680517857,0,59806,23704,0,83510,True
cutile,Matrix Mult./Attn,False,6,claude-opus-4-7,block_sparse_attention,False,,0.0,0,59806,23704,0,83510,False
triton,Matrix Mult./Attn,False,7,claude-opus-4-7,block_sparse_attention,False,516.577105663753,0.20969987979650984,0,62692,12868,0,75560,True
cutile,Matrix Mult./Attn,False,7,claude-opus-4-7,block_sparse_attention,False,,0.0,0,62692,12868,0,75560,False
triton,Matrix Mult./Attn,False,8,claude-opus-4-7,block_sparse_attention,False,529.5975980726664,0.21497146737457223,0,62709,5447,0,68156,True
cutile,Matrix Mult./Attn,False,8,claude-opus-4-7,block_sparse_attention,False,,0.0,0,62709,5447,0,68156,False
triton,Matrix Mult./Attn,False,9,claude-opus-4-7,block_sparse_attention,False,546.8027707024004,0.2219710297712573,0,62899,15259,0,78158,True
cutile,Matrix Mult./Attn,False,9,claude-opus-4-7,block_sparse_attention,False,,0.0,0,62899,15259,0,78158,False
triton,Matrix Mult./Attn,False,0,gpt-5.5,block_sparse_attention,False,496.14068029166805,0.2039964511379149,0,34284,17617,14592,66493,True
cutile,Matrix Mult./Attn,False,0,gpt-5.5,block_sparse_attention,False,,0.0,0,34284,17617,14592,66493,False
triton,Matrix Mult./Attn,False,1,gpt-5.5,block_sparse_attention,False,509.4935552624892,0.20947592619452612,0,38062,15924,12948,66934,True
cutile,Matrix Mult./Attn,False,1,gpt-5.5,block_sparse_attention,False,159.9556245767915,0.06576416330369046,0,38062,15924,12948,66934,True
triton,Matrix Mult./Attn,False,2,gpt-5.5,block_sparse_attention,False,456.1469211939327,0.18753581188595023,0,38023,16841,12519,67383,True
cutile,Matrix Mult./Attn,False,2,gpt-5.5,block_sparse_attention,False,,0.0,0,38023,16841,12519,67383,False
triton,Matrix Mult./Attn,False,3,gpt-5.5,block_sparse_attention,False,435.90040492526816,0.17921260586807553,0,42726,11468,6511,60705,True
cutile,Matrix Mult./Attn,False,3,gpt-5.5,block_sparse_attention,False,,0.0,0,42726,11468,6511,60705,False
triton,Matrix Mult./Attn,False,4,gpt-5.5,block_sparse_attention,False,257.7472940232577,0.1059705514695088,0,43617,17990,14801,76408,True
cutile,Matrix Mult./Attn,False,4,gpt-5.5,block_sparse_attention,False,166.79097702334101,0.06857477335371329,0,43617,17990,14801,76408,True
triton,Matrix Mult./Attn,False,5,gpt-5.5,block_sparse_attention,False,465.3337792211123,0.19133887747989575,0,40226,14654,9800,64680,True
cutile,Matrix Mult./Attn,False,5,gpt-5.5,block_sparse_attention,False,,0.0,0,40226,14654,9800,64680,False
triton,Matrix Mult./Attn,False,6,gpt-5.5,block_sparse_attention,False,497.012796961964,0.20433778077608925,0,43573,12876,8246,64695,True
cutile,Matrix Mult./Attn,False,6,gpt-5.5,block_sparse_attention,False,159.022917664808,0.0653818825823549,0,43573,12876,8246,64695,True
triton,Matrix Mult./Attn,False,7,gpt-5.5,block_sparse_attention,False,507.93088018567926,0.20884676899192645,0,43390,11433,8413,63236,True
cutile,Matrix Mult./Attn,False,7,gpt-5.5,block_sparse_attention,False,167.11658359043156,0.06870362831927104,0,43390,11433,8413,63236,True
triton,Matrix Mult./Attn,False,8,gpt-5.5,block_sparse_attention,False,460.9470370155894,0.18950080479882675,0,40411,13108,8064,61583,True
cutile,Matrix Mult./Attn,False,8,gpt-5.5,block_sparse_attention,False,,0.0,0,40411,13108,8064,61583,False
triton,Matrix Mult./Attn,False,9,gpt-5.5,block_sparse_attention,False,,0.0,0,44128,9971,6055,60154,False
cutile,Matrix Mult./Attn,False,9,gpt-5.5,block_sparse_attention,False,158.56304073694827,0.065193848580811,0,44128,9971,6055,60154,True
triton,Reduction/Norm,False,0,claude-opus-4-7,cross_entropy,False,2.069261363636364,0.239220703567741,0,53654,6060,0,59714,True
cutile,Reduction/Norm,False,0,claude-opus-4-7,cross_entropy,False,,0.0,0,53654,6060,0,59714,False
triton,Reduction/Norm,False,1,claude-opus-4-7,cross_entropy,False,2.96845386164416,0.295611675133132,0,56562,3855,0,60417,True
cutile,Reduction/Norm,False,1,claude-opus-4-7,cross_entropy,False,1.7535238044708548,0.2161524356254969,0,56562,3855,0,60417,True
triton,Reduction/Norm,False,2,claude-opus-4-7,cross_entropy,False,2.8406316639627067,0.27479164949884055,0,56557,7394,0,63951,True
cutile,Reduction/Norm,False,2,claude-opus-4-7,cross_entropy,False,0.011905919479654182,0.0009446281705421595,0,56557,7394,0,63951,True
triton,Reduction/Norm,False,3,claude-opus-4-7,cross_entropy,False,3.1209177168156828,0.30494561470339127,0,58913,3644,0,62557,True
cutile,Reduction/Norm,False,3,claude-opus-4-7,cross_entropy,False,,0.0,0,58913,3644,0,62557,False
triton,Reduction/Norm,False,4,claude-opus-4-7,cross_entropy,False,3.1190401897154265,0.3093530034021428,0,58049,3113,0,61162,True
cutile,Reduction/Norm,False,4,claude-opus-4-7,cross_entropy,False,1.7574692832235226,0.21607922321203932,0,58049,3113,0,61162,True
triton,Reduction/Norm,False,5,claude-opus-4-7,cross_entropy,False,2.746347229667505,0.28549907535465846,0,57777,6233,0,64010,True
cutile,Reduction/Norm,False,5,claude-opus-4-7,cross_entropy,False,1.7500651965399423,0.21598622714505195,0,57777,6233,0,64010,True
triton,Reduction/Norm,False,6,claude-opus-4-7,cross_entropy,False,,0.0,0,59161,6731,0,65892,False
cutile,Reduction/Norm,False,6,claude-opus-4-7,cross_entropy,False,1.8243486832197797,0.21701580047122154,0,59161,6731,0,65892,True
triton,Reduction/Norm,False,7,claude-opus-4-7,cross_entropy,False,3.0796034452235626,0.31252220085300036,0,59219,2294,0,61513,True
cutile,Reduction/Norm,False,7,claude-opus-4-7,cross_entropy,False,1.8086042666010689,0.22014652747505192,0,59219,2294,0,61513,True
triton,Reduction/Norm,False,8,claude-opus-4-7,cross_entropy,False,2.9230090753362252,0.2711073160654962,0,57231,7291,0,64522,True
cutile,Reduction/Norm,False,8,claude-opus-4-7,cross_entropy,False,1.606444652526157,0.20376084274869805,0,57231,7291,0,64522,True
triton,Reduction/Norm,False,9,claude-opus-4-7,cross_entropy,False,3.2409508854858036,0.3068550374085226,0,59706,3340,0,63046,True
cutile,Reduction/Norm,False,9,claude-opus-4-7,cross_entropy,False,1.8041246525130896,0.22096337577710262,0,59706,3340,0,63046,True
triton,Reduction/Norm,False,0,gpt-5.5,cross_entropy,False,1.9738109899663123,0.2422588730340437,0,33348,9736,8755,51839,True
cutile,Reduction/Norm,False,0,gpt-5.5,cross_entropy,False,,0.0,0,33348,9736,8755,51839,False
triton,Reduction/Norm,False,1,gpt-5.5,cross_entropy,False,1.9391170829252367,0.22481431554861425,0,35232,6709,5696,47637,True
cutile,Reduction/Norm,False,1,gpt-5.5,cross_entropy,False,1.8967795746721137,0.2406970171408646,0,35232,6709,5696,47637,True
triton,Reduction/Norm,False,2,gpt-5.5,cross_entropy,False,3.3969418033736405,0.33910922685062733,0,35734,14047,12948,62729,True
cutile,Reduction/Norm,False,2,gpt-5.5,cross_entropy,False,,0.0,0,35734,14047,12948,62729,False
triton,Reduction/Norm,False,3,gpt-5.5,cross_entropy,False,3.3515607782293255,0.3258129820023329,0,36041,5208,4126,45375,True
cutile,Reduction/Norm,False,3,gpt-5.5,cross_entropy,False,0.02259334458059801,0.001837194419330939,0,36041,5208,4126,45375,True
triton,Reduction/Norm,False,4,gpt-5.5,cross_entropy,False,,0.0,0,36494,7791,6732,51017,False
cutile,Reduction/Norm,False,4,gpt-5.5,cross_entropy,False,,0.0,0,36494,7791,6732,51017,False
triton,Reduction/Norm,False,5,gpt-5.5,cross_entropy,False,3.110934527877735,0.31343100068523444,0,37178,14485,13309,64972,True
cutile,Reduction/Norm,False,5,gpt-5.5,cross_entropy,False,1.7758683490394225,0.23612595145785345,0,37178,14485,13309,64972,True
triton,Reduction/Norm,False,6,gpt-5.5,cross_entropy,False,3.1061113197381096,0.35270931123387805,0,36774,9896,8827,55497,True
cutile,Reduction/Norm,False,6,gpt-5.5,cross_entropy,False,1.7018740117866897,0.252096681446737,0,36774,9896,8827,55497,True
triton,Reduction/Norm,False,7,gpt-5.5,cross_entropy,False,3.39543895594851,0.387199507464157,0,35549,8325,7250,51124,True
cutile,Reduction/Norm,False,7,gpt-5.5,cross_entropy,False,1.781009041083056,0.23809657030530929,0,35549,8325,7250,51124,True
triton,Reduction/Norm,False,8,gpt-5.5,cross_entropy,False,3.4362506874881666,0.3903572546415231,0,36277,15534,14502,66313,True
cutile,Reduction/Norm,False,8,gpt-5.5,cross_entropy,False,1.9249869961973347,0.28892850564424166,0,36277,15534,14502,66313,True
triton,Reduction/Norm,False,9,gpt-5.5,cross_entropy,False,3.3673068760611202,0.3866046108476029,0,35731,11892,10358,57981,True
cutile,Reduction/Norm,False,9,gpt-5.5,cross_entropy,False,,0.0,0,35731,11892,10358,57981,False
triton,Point-wise,True,0,claude-opus-4-7,dequantize_rowwise,False,13.718277749351019,0.8248982100414989,0,53623,1992,0,55615,True
cutile,Point-wise,False,0,claude-opus-4-7,dequantize_rowwise,False,,0.0,0,53623,1992,0,55615,False
triton,Point-wise,False,1,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,26441,998,0,27439,False
cutile,Point-wise,False,1,claude-opus-4-7,dequantize_rowwise,False,9.993438384185042,0.6004262202286537,0,26441,998,0,27439,True
triton,Point-wise,False,2,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,26403,1567,0,27970,False
cutile,Point-wise,False,2,claude-opus-4-7,dequantize_rowwise,False,7.280622702604356,0.437684507978634,0,26403,1567,0,27970,True
triton,Point-wise,False,3,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,27333,2484,0,29817,False
cutile,Point-wise,False,3,claude-opus-4-7,dequantize_rowwise,False,7.8577263956167345,0.4723134227484388,0,27333,2484,0,29817,True
triton,Point-wise,False,4,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,27411,1860,0,29271,False
cutile,Point-wise,False,4,claude-opus-4-7,dequantize_rowwise,False,9.967161553014083,0.5993078447649238,0,27411,1860,0,29271,True
triton,Point-wise,False,5,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,27459,4121,0,31580,False
cutile,Point-wise,False,5,claude-opus-4-7,dequantize_rowwise,False,11.173102986204926,0.6720045284032778,0,27459,4121,0,31580,True
triton,Point-wise,False,6,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,26625,1564,0,28189,False
cutile,Point-wise,False,6,claude-opus-4-7,dequantize_rowwise,False,8.321440403266143,0.5000506339133327,0,26625,1564,0,28189,True
triton,Point-wise,False,7,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,27485,2767,0,30252,False
cutile,Point-wise,False,7,claude-opus-4-7,dequantize_rowwise,False,10.058097153270912,0.6046887351263132,0,27485,2767,0,30252,True
triton,Point-wise,False,8,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,27651,1362,0,29013,False
cutile,Point-wise,False,8,claude-opus-4-7,dequantize_rowwise,False,12.377600970320186,0.7439697570963862,0,27651,1362,0,29013,True
triton,Point-wise,False,9,claude-opus-4-7,dequantize_rowwise,True,,0.0,0,26826,1265,0,28091,False
cutile,Point-wise,False,9,claude-opus-4-7,dequantize_rowwise,False,12.497214090554255,0.7511640782252164,0,26826,1265,0,28091,True
triton,Point-wise,False,0,gpt-5.5,dequantize_rowwise,False,13.087217183041176,0.7845423434215264,0,33371,10725,9705,53801,True
cutile,Point-wise,False,0,gpt-5.5,dequantize_rowwise,False,,0.0,0,33371,10725,9705,53801,False
triton,Point-wise,False,1,gpt-5.5,dequantize_rowwise,False,13.204752888879742,0.7921065900056613,0,35044,16663,15362,67069,True
cutile,Point-wise,False,1,gpt-5.5,dequantize_rowwise,False,10.440890147881776,0.6284203608798633,0,35044,16663,15362,67069,True
triton,Point-wise,False,2,gpt-5.5,dequantize_rowwise,False,12.4249778513645,0.745349219704977,0,35303,16117,14960,66380,True
cutile,Point-wise,False,2,gpt-5.5,dequantize_rowwise,False,,0.0,0,35303,16117,14960,66380,False
triton,Point-wise,False,3,gpt-5.5,dequantize_rowwise,False,,0.0,0,36803,16107,14637,67547,False
cutile,Point-wise,False,3,gpt-5.5,dequantize_rowwise,False,9.106458663771233,0.5462953324357499,0,36803,16107,14637,67547,True
triton,Point-wise,False,4,gpt-5.5,dequantize_rowwise,False,,0.0,0,37322,12446,11083,60851,False
cutile,Point-wise,False,4,gpt-5.5,dequantize_rowwise,False,10.935192600986648,0.6558853403130366,0,37322,12446,11083,60851,True
triton,Point-wise,True,5,gpt-5.5,dequantize_rowwise,False,14.07738596207463,0.8441429478548909,0,36570,14925,13660,65155,True
cutile,Point-wise,False,5,gpt-5.5,dequantize_rowwise,False,12.304923512638718,0.7415545500974894,0,36570,14925,13660,65155,True
triton,Point-wise,False,6,gpt-5.5,dequantize_rowwise,True,,0.0,0,17168,9462,8804,35434,False
cutile,Point-wise,False,6,gpt-5.5,dequantize_rowwise,False,,0.0,0,17168,9462,8804,35434,False
triton,Point-wise,False,7,gpt-5.5,dequantize_rowwise,True,,0.0,0,17980,9928,9279,37187,False
cutile,Point-wise,False,7,gpt-5.5,dequantize_rowwise,False,12.951756011588241,0.7763746635756644,0,17980,9928,9279,37187,True
triton,Point-wise,False,8,gpt-5.5,dequantize_rowwise,True,,0.0,0,17341,11284,10486,39111,False
