"Kernel Name","matmul_kernel_Kt1_A2f16_1v8l0_2t1_3i16_p16_A2f16_1v8l0_2t1_3i16_p16_A2f16_1v8l0_2t1_3i16_p16_Si32_Si32_I4096_I128_I128_I64_I8",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Avg. Predicated-On Threads Unexecuted","Divergent Branches","Address Space","Access Operation","Access Size","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7f11cf5bce80","      IMAD R4, R5, R9, R4","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bce90","      ISETP.GT.U32.AND P2, PT, R11, R4, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcea0","@!P2  IMAD.IADD R4, R4, 0x1, -R11","0","0","0","256","8192","32","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bceb0","@!P2  VIADD R5, R5, 0x1","0","0","0","256","8192","32","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcec0","      ISETP.NE.AND P2, PT, R3, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bced0","      ISETP.GE.U32.AND P0, PT, R4, R11, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcee0","      LOP3.LUT R4, R8, R3, RZ, 0x3c, !PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcef0","      ISETP.GE.AND P1, PT, R4, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf00","@P0   VIADD R5, R5, 0x1","0","0","0","256","8192","0","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf10","      IMAD.MOV.U32 R4, RZ, RZ, R5","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf20","      SHF.R.S32.HI R5, RZ, 0x1f, R6","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf30","@!P1  IMAD.MOV R4, RZ, RZ, -R4","0","0","0","256","8192","0","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf40","@!P2  LOP3.LUT R4, RZ, R3, RZ, 0x33, !PT","0","0","0","256","8192","0","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf50","      LEA.HI R5, R5, R6, RZ, 0x7","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf60","      IMAD R11, R3, R4, RZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf70","      LOP3.LUT R9, R5, 0xffffff80, RZ, 0xc0, !PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf80","      ISETP.NE.U32.AND P0, PT, R9, R6, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcf90","      ISETP.NE.U32.AND P1, PT, R8, R11, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcfa0","      IMAD.IADD R8, R8, 0x1, -R11","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcfb0","      ISETP.GT.AND P0, PT, R6, -0x1, P0","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcfc0","      VIADD R6, R4, 0xffffffff","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcfd0","      ISETP.LT.AND P1, PT, R7, RZ, P1","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcfe0","      SHF.R.S32.HI R7, RZ, 0x7, R5","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bcff0","      LEA.HI.SX32 R9, R5, 0x1, 0x19","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd000","@!P0  IMAD.MOV R9, RZ, RZ, R7","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd010","      ISETP.NE.U32.AND P0, PT, R8, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd020","@!P1  IMAD.MOV R6, RZ, RZ, R4","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd030","      ISETP.GE.AND P1, PT, R3, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd040","      IMAD.IADD R3, R3, 0x1, R8","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd050","      IMAD R9, R6, -0x8, R9","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd060","      VIMNMX R7, PT, PT, R9, 0x8, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd070","      IABS R12, R7","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd080","@!P1  SEL R8, R3, R8, P0","0","0","0","256","8192","0","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd090","      I2F.RP R10, R12","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd0a0","      IABS R3, R7","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd0b0","      LOP3.LUT R9, R9, R8, RZ, 0x3c, !PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd0c0","      IMAD.MOV R3, RZ, RZ, -R3","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd0d0","      MUFU.RCP R10, R10","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd0e0","      VIADD R4, R10, 0xffffffe","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd0f0","      F2I.FTZ.U32.TRUNC.NTZ R5, R4","1","1","1","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f11cf5bd100","      IMAD.MOV.U32 R4, RZ, RZ, RZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd110","      IMAD.MOV R11, RZ, RZ, -R5","1","1","1","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f11cf5bd120","      IMAD R11, R11, R12, RZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd130","      IMAD.HI.U32 R5, R5, R11, R4","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd140","      IABS R4, R8","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd150","      IMAD.HI.U32 R5, R5, R4, RZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd160","      IMAD R3, R5, R3, R4","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd170","      ISETP.GT.U32.AND P2, PT, R12, R3, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd180","@!P2  IMAD.IADD R3, R3, 0x1, -R12","0","0","0","256","8192","960","32","3","29","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd190","@!P2  VIADD R5, R5, 0x1","0","0","0","256","8192","960","32","3","29","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd1a0","      ISETP.NE.AND P2, PT, R7, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd1b0","      ISETP.GE.U32.AND P0, PT, R3, R12, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd1c0","      LOP3.LUT R3, R8, R7, RZ, 0x3c, !PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd1d0","      ISETP.GE.AND P1, PT, R3, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd1e0","@P0   VIADD R5, R5, 0x1","0","0","0","256","8192","0","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd1f0","@!P1  IMAD.MOV R5, RZ, RZ, -R5","0","0","0","256","8192","0","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd200","@!P2  LOP3.LUT R5, RZ, R7, RZ, 0x33, !PT","0","0","0","256","8192","0","32","0","32","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd210","      IMAD R3, R7, R5, RZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd220","      IMAD.IADD R4, R8, 0x1, -R3","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd230","      ISETP.NE.U32.AND P0, PT, R8, R3, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd240","      ISETP.NE.U32.AND P1, PT, R4, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd250","      ISETP.LT.AND P0, PT, R9, RZ, P0","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd260","      LOP3.LUT R3, R7, R4, RZ, 0x3c, !PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd270","      IMAD.IADD R7, R7, 0x1, R4","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd280","      ISETP.GE.AND P2, PT, R3, RZ, PT","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd290","      VIADD R3, R5, 0xffffffff","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd2a0","@P1   SEL R4, R7, R4, !P2","0","0","0","256","8192","7168","32","28","4","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd2b0","@!P0  IMAD.MOV R3, RZ, RZ, R5","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd2c0","      IMAD R4, R6, 0x8, R4","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd2d0","      R2UR UR14, R3","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd2e0","      R2UR UR11, R4","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd2f0","      USHF.L.U32 UR14, UR14, 0x7, URZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd300","      USHF.L.U32 UR11, UR11, 0x7, URZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd310","      UIADD3 UR18, UPT, UPT, UR14, 0x40, URZ","0","0","0","256","8192","8192","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd320","      ELECT P0, URZ, PT","0","0","0","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd330","      IMAD.U32 R3, RZ, RZ, UR6","1","0","1","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd340","      ULEA UR8, UR4, UR21, 0x3","2","1","2","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd350","      UIADD3 UR22, UP0, UPT, UR24, 0x100, URZ","1","1","1","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f11cf5bd360","      ULEA UR12, UR4, UR21, 0xe","2","1","2","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f11cf5bd370","      SHF.L.U32 R3, R3, 0x1f, RZ","0","0","0","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd380","      USHF.L.U32 UR15, UR7, 0x6, URZ","1","0","1","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd390","      UIADD3.X UR23, UPT, UPT, URZ, UR25, URZ, UP0, !UPT","0","0","0","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd3a0","      UIADD3 UR13, UPT, UPT, UR8, 0x38060, URZ","3","2","3","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7f11cf5bd3b0","@P0   IMAD.MOV.U32 R4, RZ, RZ, 0x4000","1","0","1","16384","524288","16384","32","1","31","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd3c0","      UIADD3 UR16, UPT, UPT, UR12, 0x2000, URZ","2","0","2","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd3d0","      ULEA UR26, UR5, UR21, 0x3","0","0","0","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd3e0","      UMOV UR19, UR15","0","0","0","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd3f0","      UMOV UR17, UR13","1","0","1","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd400","      UIADD3 UR4, UPT, UPT, UR4, 0x1, URZ","0","0","0","16384","524288","524288","32","32","0","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd410","      UTMALDG.2D desc[URZ], [UR12], [UR22]","0","0","0","16384","524288","524288","32","32","0","0","Global,Shared","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f11cf5bd420","      UTMALDG.2D desc[URZ], [UR16], [UR22]","1","1","1","16384","524288","524288","32","32","0","0","Global,Shared","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7f11cf5bd430","@P0   SYNCS.ARRIVE.TRANS64 RZ, [UR8+0x38060], R4","2","0","2","16384","524288","16384","32","1","31","0","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
