operator,mode,dtype,params,baseline_present,descriptor_present,baseline_torch_ms,descriptor_torch_ms,baseline_triton_ms,descriptor_triton_ms,baseline_cutile_ms,descriptor_cutile_ms,baseline_speedup_triton,descriptor_speedup_triton,baseline_speedup_cutile,descriptor_speedup_cutile,torch_ms_delta_pct,triton_ms_delta_pct,cutile_ms_delta_pct,descriptor_vs_baseline_speedup
dequantize_rowwise,default,fp32,"cols=8192, rows=4096",0,1,,0.2551,,0.0294,,0.0231,,8.69,,11.06,,,,
dequantize_rowwise,default,fp32,"cols=8192, rows=512",0,1,,0.0323,,0.0076,,0.005,,4.25,,6.43,,,,
dequantize_rowwise,autotune,fp32,"cols=1024, rows=1024",1,1,0.0133,0.0131,0.002,0.0067,0.0022,0.0022,6.63,1.95,6.2,6.06,-1.50,235.00,0.00,0.298507
dequantize_rowwise,autotune,fp32,"cols=1024, rows=2048",1,1,0.02,0.0199,0.0027,0.0104,0.003,0.003,7.31,1.92,6.59,6.68,-0.50,285.19,0.00,0.259615
dequantize_rowwise,autotune,fp32,"cols=1024, rows=4096",1,1,0.0333,0.0328,0.0039,0.0169,0.0042,0.0043,8.48,1.93,7.85,7.71,-1.50,333.33,2.38,0.230769
dequantize_rowwise,autotune,fp32,"cols=1024, rows=512",1,1,0.0104,0.0103,0.0018,0.0052,0.0019,0.0019,5.78,1.98,5.49,5.42,-0.96,188.89,0.00,0.346154
dequantize_rowwise,autotune,fp32,"cols=2048, rows=1024",1,1,0.0202,0.0201,0.0027,0.0077,0.0027,0.0026,7.41,2.61,7.6,7.83,-0.50,185.19,-3.70,0.350649
dequantize_rowwise,autotune,fp32,"cols=2048, rows=2048",1,1,0.0333,0.0334,0.0037,0.0119,0.004,0.004,9.12,2.82,8.38,8.31,0.30,221.62,0.00,0.310924
dequantize_rowwise,autotune,fp32,"cols=2048, rows=4096",1,1,0.0583,0.0587,0.0065,0.0205,0.0061,0.0062,8.94,2.86,9.53,9.5,0.69,215.38,1.64,0.317073
dequantize_rowwise,autotune,fp32,"cols=2048, rows=512",1,1,0.0126,0.0129,0.0021,0.0055,0.0023,0.0023,6,2.34,5.53,5.72,2.38,161.90,0.00,0.381818
dequantize_rowwise,autotune,fp32,"cols=4096, rows=1024",1,1,0.0331,0.0325,0.0037,0.0088,0.0038,0.0038,8.94,3.7,8.81,8.62,-1.81,137.84,0.00,0.420455
dequantize_rowwise,autotune,fp32,"cols=4096, rows=2048",1,1,0.0577,0.0574,0.0068,0.0143,0.0064,0.0063,8.46,4,8.97,9.18,-0.52,110.29,-1.56,0.475524
dequantize_rowwise,autotune,fp32,"cols=4096, rows=4096",1,1,0.1225,0.1223,0.0122,0.0242,0.0124,0.0118,10.08,5.05,9.9,10.37,-0.16,98.36,-4.84,0.504132
dequantize_rowwise,autotune,fp32,"cols=4096, rows=512",1,1,0.0196,0.0198,0.0028,0.0065,0.0034,0.0036,7.07,3.03,5.74,5.54,1.02,132.14,5.88,0.430769
dequantize_rowwise,autotune,fp32,"cols=512, rows=1024",1,1,0.0106,0.0111,0.0022,0.0074,0.0021,0.0022,4.77,1.49,4.93,5.15,4.72,236.36,4.76,0.297297
dequantize_rowwise,autotune,fp32,"cols=512, rows=2048",1,1,0.0135,0.013,0.0028,0.0109,0.0028,0.0027,4.75,1.19,4.86,4.87,-3.70,289.29,-3.57,0.256881
dequantize_rowwise,autotune,fp32,"cols=512, rows=4096",1,1,0.0197,0.0203,0.0043,0.0169,0.0038,0.0038,4.56,1.2,5.18,5.38,3.05,293.02,0.00,0.254438
dequantize_rowwise,autotune,fp32,"cols=512, rows=512",1,1,0.01,0.01,0.0019,0.0051,0.002,0.002,5.14,1.95,5.08,4.96,0.00,168.42,0.00,0.372549
dequantize_rowwise,autotune,fp32,"cols=8192, rows=1024",1,1,0.0575,0.0576,0.0064,0.0109,0.007,0.0069,9.03,5.27,8.26,8.3,0.17,70.31,-1.43,0.587156
dequantize_rowwise,autotune,fp32,"cols=8192, rows=2048",1,1,0.1222,0.1222,0.0118,0.0182,0.0129,0.0129,10.32,6.71,9.5,9.47,0.00,54.24,0.00,0.648352
dequantize_rowwise,autotune,fp32,"cols=8192, rows=4096",1,1,0.2549,0.2546,0.0206,0.0289,0.0229,0.0228,12.39,8.8,11.14,11.15,-0.12,40.29,-0.44,0.712803
dequantize_rowwise,autotune,fp32,"cols=8192, rows=512",1,1,0.0324,0.0323,0.0036,0.0076,0.0054,0.0052,8.87,4.28,6.04,6.18,-0.31,111.11,-3.70,0.473684
flash_attention,default,fp16,seq_len=1024,1,1,0.0507,0.0505,0.1532,0.1991,0.1549,0.1554,0.33,0.25,0.33,0.33,-0.39,29.96,0.32,0.769463
flash_attention,default,fp16,seq_len=10240,1,1,3.6116,3.598,10.3316,11.6447,9.6899,9.6911,0.35,0.31,0.37,0.37,-0.38,12.71,0.01,0.887236
flash_attention,default,fp16,seq_len=11264,1,1,4.4511,4.4313,12.4564,13.9734,11.6595,11.6676,0.36,0.32,0.38,0.38,-0.44,12.18,0.07,0.891437
flash_attention,default,fp16,seq_len=12288,1,1,5.3082,5.3209,14.7511,16.5433,13.8088,13.8188,0.36,0.32,0.38,0.39,0.24,12.15,0.07,0.891666
flash_attention,default,fp16,seq_len=13312,1,1,6.2719,6.2285,17.255,19.3336,16.1387,16.1505,0.36,0.32,0.39,0.39,-0.69,12.05,0.07,0.892488
flash_attention,default,fp16,seq_len=14336,1,1,7.3039,7.3789,19.9547,22.3363,18.65,18.6641,0.37,0.33,0.39,0.4,1.03,11.94,0.08,0.893375
flash_attention,default,fp16,seq_len=15360,1,1,8.2721,8.3987,22.8494,25.5625,21.3445,21.3598,0.36,0.33,0.39,0.39,1.53,11.87,0.07,0.893864
flash_attention,default,fp16,seq_len=16384,1,1,9.5616,9.5875,25.9261,28.9843,24.2149,24.2356,0.37,0.33,0.39,0.4,0.27,11.80,0.09,0.894488
flash_attention,default,fp16,seq_len=17408,1,1,10.7587,10.8346,29.2163,32.6312,27.2706,27.2921,0.37,0.33,0.39,0.4,0.71,11.69,0.08,0.895349
flash_attention,default,fp16,seq_len=18432,1,1,12.1079,12.148,32.6694,36.4782,30.5049,30.5212,0.37,0.33,0.4,0.4,0.33,11.66,0.05,0.895587
flash_attention,default,fp16,seq_len=19456,1,1,13.5089,13.6195,36.3481,40.5566,33.9272,33.9584,0.37,0.34,0.4,0.4,0.82,11.58,0.09,0.896231
flash_attention,default,fp16,seq_len=2048,1,1,0.1422,0.1396,0.4982,0.6075,0.4889,0.489,0.29,0.23,0.29,0.29,-1.83,21.94,0.02,0.820082
flash_attention,default,fp16,seq_len=20480,1,1,14.9108,15.0856,40.2137,44.8581,37.5338,37.5725,0.37,0.34,0.4,0.4,1.17,11.55,0.10,0.896465
flash_attention,default,fp16,seq_len=3072,1,1,0.3039,0.2975,1.047,1.2347,1.0045,1.0047,0.29,0.24,0.3,0.3,-2.11,17.93,0.02,0.847979
flash_attention,default,fp16,seq_len=4096,1,1,0.5229,0.518,1.7849,2.0684,1.7006,1.7004,0.29,0.25,0.31,0.3,-0.94,15.88,-0.01,0.862938
flash_attention,default,fp16,seq_len=5120,1,1,0.9095,0.8124,2.7207,3.1186,2.5794,2.5794,0.33,0.26,0.35,0.31,-10.68,14.62,0.00,0.872411
flash_attention,default,fp16,seq_len=6144,1,1,1.2922,1.2835,3.85,4.3876,3.6356,3.6355,0.34,0.29,0.36,0.35,-0.67,13.96,-0.00,0.877473
flash_attention,default,fp16,seq_len=7168,1,1,1.6919,1.7266,5.1783,5.8745,4.878,4.8778,0.33,0.29,0.35,0.35,2.05,13.44,-0.00,0.881488
flash_attention,default,fp16,seq_len=8192,1,1,2.3079,2.2547,6.7004,7.5749,6.2999,6.2996,0.34,0.3,0.37,0.36,-2.31,13.05,-0.00,0.884553
flash_attention,default,fp16,seq_len=9216,1,1,2.9264,2.8781,8.4214,9.4944,7.9029,7.9027,0.35,0.3,0.37,0.36,-1.65,12.74,-0.00,0.886986
flash_attention,autotune,fp16,seq_len=1024,1,1,0.0506,0.0505,0.1051,0.1097,0.099,0.0991,0.48,0.46,0.51,0.51,-0.20,4.38,0.10,0.958067
flash_attention,autotune,fp16,seq_len=10240,1,1,3.6921,3.6169,6.0099,5.2496,4.8372,4.7642,0.61,0.69,0.76,0.76,-2.04,-12.65,-1.51,1.14483
flash_attention,autotune,fp16,seq_len=11264,1,1,4.3993,4.4112,7.2443,6.3238,5.8408,5.722,0.61,0.7,0.75,0.77,0.27,-12.71,-2.03,1.14556
flash_attention,autotune,fp16,seq_len=12288,1,1,5.36,5.3499,8.6042,7.5102,6.9108,6.7778,0.62,0.71,0.78,0.79,-0.19,-12.71,-1.92,1.14567
flash_attention,autotune,fp16,seq_len=13312,1,1,6.3388,6.2785,10.0379,8.7777,8.0636,7.9264,0.63,0.72,0.79,0.79,-0.95,-12.55,-1.70,1.14357
flash_attention,autotune,fp16,seq_len=14336,1,1,7.2633,7.2983,11.6254,10.1084,9.315,9.119,0.62,0.72,0.78,0.8,0.48,-13.05,-2.10,1.15007
flash_attention,autotune,fp16,seq_len=15360,1,1,8.3927,8.3445,13.3157,11.5508,10.6537,10.4295,0.63,0.72,0.79,0.8,-0.57,-13.25,-2.10,1.15279
flash_attention,autotune,fp16,seq_len=16384,1,1,9.4774,9.5585,15.05,13.1166,12.0839,11.8428,0.63,0.73,0.78,0.81,0.86,-12.85,-2.00,1.1474
flash_attention,autotune,fp16,seq_len=17408,1,1,10.6481,10.7403,16.9635,14.7679,13.6014,13.3102,0.63,0.73,0.78,0.81,0.87,-12.94,-2.14,1.14867
flash_attention,autotune,fp16,seq_len=18432,1,1,11.9292,12.0688,19.0135,16.4945,15.2069,14.8936,0.63,0.73,0.78,0.81,1.17,-13.25,-2.06,1.15272
flash_attention,autotune,fp16,seq_len=19456,1,1,13.432,13.522,21.1607,18.3227,16.9099,16.5559,0.63,0.74,0.79,0.82,0.67,-13.41,-2.09,1.15489
flash_attention,autotune,fp16,seq_len=2048,1,1,0.1427,0.139,0.3125,0.2994,0.2783,0.2786,0.46,0.46,0.51,0.5,-2.59,-4.19,0.11,1.04375
flash_attention,autotune,fp16,seq_len=20480,1,1,14.8527,14.9482,23.4065,20.2914,18.697,18.3138,0.63,0.74,0.79,0.82,0.64,-13.31,-2.05,1.15352
flash_attention,autotune,fp16,seq_len=3072,1,1,0.3051,0.2965,0.6283,0.5816,0.5391,0.5393,0.49,0.51,0.57,0.55,-2.82,-7.43,0.04,1.0803
flash_attention,autotune,fp16,seq_len=4096,1,1,0.5399,0.5086,1.0522,0.9559,0.8817,0.8823,0.51,0.53,0.61,0.58,-5.80,-9.15,0.07,1.10074
flash_attention,autotune,fp16,seq_len=5120,1,1,0.8718,0.8439,1.5879,1.4231,1.307,1.3076,0.55,0.59,0.67,0.65,-3.20,-10.38,0.05,1.1158
flash_attention,autotune,fp16,seq_len=6144,1,1,1.2919,1.1738,2.2301,1.9827,1.8207,1.8179,0.58,0.59,0.71,0.65,-9.14,-11.09,-0.15,1.12478
flash_attention,autotune,fp16,seq_len=7168,1,1,1.5344,1.7195,2.9973,2.6387,2.4399,2.4066,0.51,0.65,0.63,0.71,12.06,-11.96,-1.36,1.1359
flash_attention,autotune,fp16,seq_len=8192,1,1,2.2962,2.2484,3.878,3.3989,3.1153,3.0958,0.59,0.66,0.74,0.73,-2.08,-12.35,-0.63,1.14096
flash_attention,autotune,fp16,seq_len=9216,1,1,2.9793,2.92,4.8929,4.2772,3.9267,3.8701,0.61,0.68,0.76,0.75,-1.99,-12.58,-1.44,1.14395
flash_decode,default,fp32,seq_len=10240,1,1,0.0304,0.0375,0.0081,0.0091,0.0243,0.0244,3.78,4.13,1.25,1.54,23.36,12.35,0.41,0.89011
flash_decode,default,fp32,seq_len=12288,1,1,0.03,0.0374,0.0076,0.0086,0.025,0.0249,3.92,4.33,1.2,1.5,24.67,13.16,-0.40,0.883721
flash_decode,default,fp32,seq_len=14336,1,1,0.0331,0.0381,0.0081,0.0094,0.0286,0.0289,4.07,4.06,1.16,1.32,15.11,16.05,1.05,0.861702
flash_decode,default,fp32,seq_len=16384,1,1,0.0325,0.0376,0.0098,0.0106,0.0327,0.0327,3.3,3.56,1,1.15,15.69,8.16,0.00,0.924528
flash_decode,default,fp32,seq_len=18432,1,1,0.0336,0.0389,0.0101,0.0114,0.0364,0.037,3.32,3.42,0.92,1.05,15.77,12.87,1.65,0.885965
flash_decode,default,fp32,seq_len=2048,1,1,0.0272,0.0347,0.003,0.0039,0.0067,0.0066,9.03,8.99,4.05,5.3,27.57,30.00,-1.49,0.769231
flash_decode,default,fp32,seq_len=20480,1,1,0.034,0.039,0.0113,0.0124,0.0403,0.0405,3.02,3.16,0.84,0.96,14.71,9.73,0.50,0.91129
flash_decode,default,fp32,seq_len=22528,1,1,0.0361,0.0404,0.012,0.0136,0.044,0.0455,3,2.97,0.82,0.89,11.91,13.33,3.41,0.882353
flash_decode,default,fp32,seq_len=24576,1,1,0.0356,0.0402,0.013,0.0144,0.0483,0.0492,2.73,2.79,0.74,0.82,12.92,10.77,1.86,0.902778
flash_decode,default,fp32,seq_len=26624,1,1,0.0372,0.0416,0.0157,0.0167,0.0578,0.0587,2.38,2.49,0.64,0.71,11.83,6.37,1.56,0.94012
flash_decode,default,fp32,seq_len=28672,1,1,0.0372,0.0416,0.0149,0.0163,0.0556,0.0568,2.49,2.55,0.67,0.73,11.83,9.40,2.16,0.91411
flash_decode,default,fp32,seq_len=30720,1,1,0.039,0.0432,0.0174,0.019,0.0655,0.0687,2.24,2.27,0.6,0.63,10.77,9.20,4.89,0.915789
flash_decode,default,fp32,seq_len=32768,1,1,0.038,0.0424,0.0171,0.0185,0.0639,0.0656,2.22,2.29,0.59,0.65,11.58,8.19,2.66,0.924324
flash_decode,default,fp32,seq_len=34816,1,1,0.0405,0.044,0.02,0.0204,0.0746,0.0739,2.03,2.16,0.54,0.6,8.64,2.00,-0.94,0.980392
flash_decode,default,fp32,seq_len=36864,1,1,0.0406,0.0438,0.0187,0.0203,0.0708,0.0726,2.17,2.16,0.57,0.6,7.88,8.56,2.54,0.921182
flash_decode,default,fp32,seq_len=38912,1,1,0.042,0.0448,0.0219,0.0229,0.0831,0.081,1.92,1.96,0.51,0.55,6.67,4.57,-2.53,0.956332
flash_decode,default,fp32,seq_len=4096,1,1,0.0296,0.0367,0.0045,0.0054,0.0114,0.0117,6.64,6.76,2.58,3.13,23.99,20.00,2.63,0.833333
flash_decode,default,fp32,seq_len=40960,1,1,0.0409,0.0446,0.0206,0.0223,0.0779,0.0805,1.98,2,0.52,0.55,9.05,8.25,3.34,0.923767
flash_decode,default,fp32,seq_len=6144,1,1,0.0303,0.0374,0.0047,0.0057,0.0135,0.0138,6.43,6.54,2.25,2.71,23.43,21.28,2.22,0.824561
flash_decode,default,fp32,seq_len=8192,1,1,0.0293,0.0366,0.0058,0.0066,0.0172,0.0176,5.07,5.57,1.7,2.08,24.91,13.79,2.33,0.878788
flash_decode,autotune,fp32,seq_len=10240,1,1,0.0298,0.0364,0.0081,0.0092,0.0237,0.024,3.7,3.97,1.26,1.52,22.15,13.58,1.27,0.880435
flash_decode,autotune,fp32,seq_len=12288,1,1,0.0295,0.0369,0.0077,0.0086,0.0241,0.0244,3.83,4.3,1.23,1.52,25.08,11.69,1.24,0.895349
flash_decode,autotune,fp32,seq_len=14336,1,1,0.0323,0.0381,0.0082,0.0094,0.0285,0.0281,3.96,4.06,1.14,1.36,17.96,14.63,-1.40,0.87234
flash_decode,autotune,fp32,seq_len=16384,1,1,0.0318,0.0372,0.0099,0.0106,0.0319,0.0319,3.22,3.51,1,1.17,16.98,7.07,0.00,0.933962
flash_decode,autotune,fp32,seq_len=18432,1,1,0.033,0.0394,0.012,0.0129,0.0422,0.043,2.76,3.05,0.78,0.92,19.39,7.50,1.90,0.930233
flash_decode,autotune,fp32,seq_len=2048,1,1,0.0273,0.0348,0.003,0.0039,0.0068,0.0063,8.95,8.99,4.03,5.49,27.47,30.00,-7.35,0.769231
flash_decode,autotune,fp32,seq_len=20480,1,1,0.0346,0.0392,0.0133,0.0142,0.0468,0.0474,2.6,2.75,0.74,0.83,13.29,6.77,1.28,0.93662
flash_decode,autotune,fp32,seq_len=22528,1,1,0.0357,0.0391,0.0144,0.015,0.0515,0.0491,2.48,2.6,0.69,0.8,9.52,4.17,-4.66,0.96
flash_decode,autotune,fp32,seq_len=24576,1,1,0.0355,0.0408,0.016,0.0171,0.0572,0.0587,2.21,2.39,0.62,0.69,14.93,6.88,2.62,0.935673
flash_decode,autotune,fp32,seq_len=26624,1,1,0.0366,0.0417,0.0161,0.0171,0.0586,0.0574,2.27,2.44,0.62,0.73,13.93,6.21,-2.05,0.94152
flash_decode,autotune,fp32,seq_len=28672,1,1,0.0376,0.0413,0.0184,0.0188,0.0663,0.0658,2.05,2.2,0.57,0.63,9.84,2.17,-0.75,0.978723
flash_decode,autotune,fp32,seq_len=30720,1,1,0.0373,0.0427,0.0187,0.0197,0.0678,0.0669,1.99,2.16,0.55,0.64,14.48,5.35,-1.33,0.949239
flash_decode,autotune,fp32,seq_len=32768,1,1,0.0385,0.0428,0.021,0.0226,0.0773,0.0786,1.83,1.89,0.5,0.54,11.17,7.62,1.68,0.929204
flash_decode,autotune,fp32,seq_len=34816,1,1,0.0391,0.0433,0.0209,0.022,0.0773,0.0755,1.87,1.97,0.51,0.57,10.74,5.26,-2.33,0.95
flash_decode,autotune,fp32,seq_len=36864,1,1,0.0411,0.0434,0.0232,0.0241,0.0848,0.0853,1.77,1.8,0.48,0.51,5.60,3.88,0.59,0.962656
flash_decode,autotune,fp32,seq_len=38912,1,1,0.041,0.0441,0.0225,0.0236,0.0821,0.083,1.82,1.87,0.5,0.53,7.56,4.89,1.10,0.95339
flash_decode,autotune,fp32,seq_len=4096,1,1,0.0291,0.0362,0.0044,0.0055,0.0114,0.0116,6.58,6.64,2.56,3.12,24.40,25.00,1.75,0.8
flash_decode,autotune,fp32,seq_len=40960,1,1,0.0403,0.0448,0.0241,0.0245,0.0895,0.0878,1.67,1.83,0.45,0.51,11.17,1.66,-1.90,0.983673
flash_decode,autotune,fp32,seq_len=6144,1,1,0.0302,0.0382,0.0047,0.0057,0.0132,0.0134,6.37,6.74,2.28,2.85,26.49,21.28,1.52,0.824561
flash_decode,autotune,fp32,seq_len=8192,1,1,0.0281,0.0363,0.0058,0.0066,0.0173,0.0171,4.89,5.47,1.63,2.13,29.18,13.79,-1.16,0.878788
interleave,default,bf16,n=1000000,1,1,0.0086,0.0086,0.0025,0.0104,0.0026,0.0026,3.48,0.83,3.32,3.38,0.00,316.00,0.00,0.240385
interleave,default,bf16,n=10000000,1,1,0.0515,0.0515,0.0148,0.0603,0.0148,0.0149,3.49,0.85,3.49,3.45,0.00,307.43,0.68,0.245439
interleave,default,bf16,n=11000000,1,1,0.0559,0.0564,0.016,0.0655,0.016,0.0159,3.5,0.86,3.49,3.55,0.89,309.38,-0.62,0.244275
interleave,default,bf16,n=12000000,1,1,0.0608,0.0607,0.0169,0.0707,0.0171,0.0169,3.59,0.86,3.56,3.6,-0.16,318.34,-1.17,0.239038
interleave,default,bf16,n=13000000,1,1,0.0653,0.0651,0.0182,0.0759,0.0182,0.0182,3.6,0.86,3.59,3.58,-0.31,317.03,0.00,0.239789
interleave,default,bf16,n=14000000,1,1,0.0698,0.0698,0.0193,0.0811,0.0194,0.0193,3.61,0.86,3.59,3.62,0.00,320.21,-0.52,0.237978
interleave,default,bf16,n=15000000,1,1,0.0742,0.0744,0.0206,0.0866,0.0207,0.0205,3.6,0.86,3.59,3.62,0.27,320.39,-0.97,0.237875
interleave,default,bf16,n=16000000,1,1,0.079,0.0791,0.0216,0.0917,0.0216,0.0217,3.66,0.86,3.65,3.64,0.13,324.54,0.46,0.235551
interleave,default,bf16,n=17000000,1,1,0.0835,0.0837,0.0229,0.0969,0.0229,0.023,3.65,0.86,3.64,3.63,0.24,323.14,0.44,0.236326
interleave,default,bf16,n=18000000,1,1,0.0885,0.0882,0.024,0.1022,0.024,0.0241,3.68,0.86,3.68,3.65,-0.34,325.83,0.42,0.234834
interleave,default,bf16,n=19000000,1,1,0.0933,0.0938,0.0252,0.1074,0.0252,0.0253,3.71,0.87,3.71,3.71,0.54,326.19,0.40,0.234637
interleave,default,bf16,n=2000000,1,1,0.0126,0.0126,0.0036,0.017,0.0037,0.0037,3.51,0.74,3.42,3.43,0.00,372.22,0.00,0.211765
interleave,default,bf16,n=20000000,1,1,0.0985,0.0985,0.0265,0.1125,0.0266,0.0265,3.72,0.88,3.7,3.71,0.00,324.53,-0.38,0.235556
interleave,default,bf16,n=3000000,1,1,0.0166,0.0166,0.0051,0.0226,0.0053,0.0054,3.22,0.73,3.13,3.09,0.00,343.14,1.89,0.225664
interleave,default,bf16,n=4000000,1,1,0.0215,0.0214,0.007,0.0281,0.007,0.0069,3.08,0.76,3.06,3.12,-0.47,301.43,-1.43,0.24911
interleave,default,bf16,n=5000000,1,1,0.0268,0.0268,0.0084,0.0342,0.0084,0.0086,3.19,0.78,3.19,3.11,0.00,307.14,2.38,0.245614
interleave,default,bf16,n=6000000,1,1,0.032,0.0323,0.0098,0.0392,0.0098,0.0098,3.27,0.82,3.26,3.29,0.94,300.00,0.00,0.25
interleave,default,bf16,n=7000000,1,1,0.0368,0.0372,0.0111,0.0447,0.0111,0.011,3.32,0.83,3.31,3.37,1.09,302.70,-0.90,0.248322
interleave,default,bf16,n=8000000,1,1,0.042,0.0426,0.0122,0.0497,0.0123,0.0123,3.44,0.86,3.43,3.47,1.43,307.38,0.00,0.245473
interleave,default,bf16,n=9000000,1,1,0.0473,0.0472,0.0138,0.0551,0.0138,0.0135,3.43,0.86,3.42,3.51,-0.21,299.28,-2.17,0.250454
interleave,default,fp16,n=1000000,1,1,0.0087,0.0087,0.0026,0.0105,0.0027,0.0026,3.34,0.83,3.29,3.31,0.00,303.85,-3.70,0.247619
interleave,default,fp16,n=10000000,1,1,0.0518,0.0513,0.0145,0.0603,0.0145,0.0147,3.57,0.85,3.56,3.49,-0.97,315.86,1.38,0.240464
interleave,default,fp16,n=11000000,1,1,0.0563,0.0559,0.0159,0.0656,0.0159,0.0158,3.55,0.85,3.54,3.53,-0.71,312.58,-0.63,0.242378
interleave,default,fp16,n=12000000,1,1,0.0608,0.0608,0.017,0.0707,0.0171,0.017,3.58,0.86,3.56,3.57,0.00,315.88,-0.58,0.240453
interleave,default,fp16,n=13000000,1,1,0.0657,0.0653,0.0181,0.0762,0.0182,0.0181,3.63,0.86,3.61,3.61,-0.61,320.99,-0.55,0.237533
interleave,default,fp16,n=14000000,1,1,0.0699,0.0699,0.0194,0.0811,0.0195,0.0193,3.6,0.86,3.59,3.61,0.00,318.04,-1.03,0.239211
interleave,default,fp16,n=15000000,1,1,0.0743,0.0746,0.0206,0.0865,0.0206,0.0206,3.61,0.86,3.6,3.62,0.40,319.90,0.00,0.23815
interleave,default,fp16,n=16000000,1,1,0.0787,0.079,0.0217,0.0918,0.0217,0.0217,3.63,0.86,3.63,3.64,0.38,323.04,0.00,0.236383
interleave,default,fp16,n=17000000,1,1,0.0834,0.0832,0.0227,0.0969,0.0227,0.0231,3.67,0.86,3.67,3.6,-0.24,326.87,1.76,0.234262
interleave,default,fp16,n=18000000,1,1,0.0883,0.0881,0.024,0.1021,0.024,0.0242,3.68,0.86,3.68,3.65,-0.23,325.42,0.83,0.235064
interleave,default,fp16,n=19000000,1,1,0.0934,0.0931,0.0252,0.1074,0.0252,0.0252,3.71,0.87,3.7,3.69,-0.32,326.19,0.00,0.234637
interleave,default,fp16,n=2000000,1,1,0.0128,0.0128,0.0038,0.0173,0.0039,0.0038,3.39,0.74,3.33,3.36,0.00,355.26,-2.56,0.219653
interleave,default,fp16,n=20000000,1,1,0.0986,0.0987,0.0263,0.1126,0.0264,0.0263,3.74,0.88,3.73,3.75,0.10,328.14,-0.38,0.23357
interleave,default,fp16,n=3000000,1,1,0.0169,0.0164,0.0052,0.0227,0.0053,0.0053,3.24,0.72,3.2,3.07,-2.96,336.54,0.00,0.229075
interleave,default,fp16,n=4000000,1,1,0.0218,0.0217,0.0069,0.0281,0.007,0.0066,3.15,0.77,3.13,3.32,-0.46,307.25,-5.71,0.245552
interleave,default,fp16,n=5000000,1,1,0.0267,0.0267,0.0084,0.034,0.0084,0.0084,3.18,0.78,3.17,3.18,0.00,304.76,0.00,0.247059
interleave,default,fp16,n=6000000,1,1,0.032,0.0322,0.0098,0.0392,0.01,0.0097,3.28,0.82,3.2,3.32,0.62,300.00,-3.00,0.25
interleave,default,fp16,n=7000000,1,1,0.0373,0.0374,0.0111,0.0445,0.0111,0.0112,3.37,0.84,3.36,3.33,0.27,300.90,0.90,0.249438
interleave,default,fp16,n=8000000,1,1,0.0421,0.0418,0.0123,0.0497,0.0124,0.0123,3.43,0.84,3.4,3.39,-0.71,304.07,-0.81,0.247485
interleave,default,fp16,n=9000000,1,1,0.0471,0.0474,0.0135,0.0549,0.0136,0.0133,3.49,0.86,3.48,3.55,0.64,306.67,-2.21,0.245902
interleave,default,fp32,n=1000000,1,1,0.0089,0.0089,0.0037,0.0113,0.0039,0.0039,2.42,0.78,2.28,2.28,0.00,205.41,0.00,0.327434
interleave,default,fp32,n=10000000,1,1,0.0693,0.0692,0.0263,0.0639,0.0301,0.0302,2.63,1.08,2.3,2.29,-0.14,142.97,0.33,0.411581
interleave,default,fp32,n=11000000,1,1,0.0786,0.0795,0.0288,0.0694,0.0328,0.0328,2.73,1.15,2.4,2.42,1.15,140.97,0.00,0.414986
interleave,default,fp32,n=12000000,1,1,0.0875,0.0883,0.031,0.0749,0.0355,0.0355,2.82,1.18,2.46,2.49,0.91,141.61,0.00,0.413885
interleave,default,fp32,n=13000000,1,1,0.0949,0.0954,0.0333,0.0805,0.0381,0.0381,2.85,1.18,2.49,2.51,0.53,141.74,0.00,0.413665
interleave,default,fp32,n=14000000,1,1,0.102,0.1018,0.0357,0.0859,0.0406,0.0407,2.86,1.19,2.51,2.5,-0.20,140.62,0.25,0.4156
interleave,default,fp32,n=15000000,1,1,0.1078,0.1085,0.038,0.0915,0.0434,0.0434,2.83,1.18,2.49,2.5,0.65,140.79,0.00,0.415301
interleave,default,fp32,n=16000000,1,1,0.1149,0.1152,0.0404,0.0973,0.046,0.046,2.85,1.18,2.5,2.5,0.26,140.84,0.00,0.415211
interleave,default,fp32,n=17000000,1,1,0.1213,0.1216,0.0425,0.1027,0.0487,0.0486,2.85,1.18,2.49,2.5,0.25,141.65,-0.21,0.413827
interleave,default,fp32,n=18000000,1,1,0.1283,0.1281,0.045,0.1079,0.0513,0.0512,2.85,1.19,2.5,2.5,-0.16,139.78,-0.19,0.417053
interleave,default,fp32,n=19000000,1,1,0.1348,0.1343,0.0474,0.1137,0.0538,0.0538,2.85,1.18,2.51,2.49,-0.37,139.87,0.00,0.416887
interleave,default,fp32,n=2000000,1,1,0.0147,0.0147,0.0064,0.0188,0.0071,0.0071,2.28,0.78,2.06,2.06,0.00,193.75,0.00,0.340426
interleave,default,fp32,n=20000000,1,1,0.1406,0.1412,0.0497,0.119,0.0565,0.0565,2.83,1.19,2.49,2.5,0.43,139.44,0.00,0.417647
interleave,default,fp32,n=3000000,1,1,0.0224,0.0218,0.0096,0.0244,0.0107,0.0107,2.33,0.89,2.1,2.03,-2.68,154.17,0.00,0.393443
interleave,default,fp32,n=4000000,1,1,0.0304,0.0305,0.0123,0.0302,0.0136,0.0135,2.48,1.01,2.24,2.26,0.33,145.53,-0.74,0.407285
interleave,default,fp32,n=5000000,1,1,0.0374,0.0371,0.0146,0.0365,0.0163,0.0164,2.56,1.02,2.29,2.26,-0.80,150.00,0.61,0.4
