op,backend,dtype,kernel,duration_ns,conflicts,shared_wavefronts,conflict_score,branch_eff,ipc_gap,diag
moe_topk_gating,cutile,bf16,moe_topk_gating_kernel_Kt1_A2bf16_1v8l0_2t1_3i16_p16_A2bf16_1i16l0_2t1_p16_A2i32_1i16l0_2t1_p16_Si32_I2_I128_I2,30400.0,44616.0,4951424.0,0.9010741152444226,100.0,0.0,Likely
moe_topk_gating,cutile,fp16,moe_topk_gating_kernel_Kt1_A2f16_1v8l0_2t1_3i16_p16_A2f16_1i16l0_2t1_p16_A2i32_1i16l0_2t1_p16_Si32_I2_I128_I2,30720.0,47125.0,4953361.0,0.9513742285288717,100.0,0.0,Likely
moe_topk_gating,cutile,fp32,moe_topk_gating_kernel_Kt1_A2f32_1v4l0_2t1_3i16_p16_A2f32_1i16l0_2t1_p16_A2i32_1i16l0_2t1_p16_Si32_I2_I128_I2,30656.0,47604.0,4953816.0,0.9609561598573706,100.0,0.0,Likely
moe_topk_gating,triton,bf16,moe_topk_gating_kernel,16096.0,2720.0,473710.0,0.5741909607143612,,0.0,Likely
moe_topk_gating,triton,fp16,moe_topk_gating_kernel,15712.0,2731.0,473653.0,0.5765824348204276,,0.0,Likely
moe_topk_gating,triton,fp32,moe_topk_gating_kernel,15680.0,2722.0,473817.0,0.574483397598651,,0.0,Likely
mul2,cutile,bf16,mul2_kernel_Kt1_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_I1024,18880.0,0.0,163840.0,0.0,100.0,0.0,No direct conflict
mul2,cutile,fp16,mul2_kernel_Kt1_A1f16_1i16t1_p16_A1f16_1i16t1_p16_I1024,19648.0,0.0,163840.0,0.0,100.0,0.0,No direct conflict
mul2,cutile,fp32,mul2_kernel_Kt1_A1f32_1i16t1_p16_A1f32_1i16t1_p16_I2048,30272.0,0.0,204800.0,0.0,100.0,0.0,No direct conflict
mul2,cutile,int8,mul2_kernel_Kt1_A1i8_1i16t1_p16_A1i8_1i16t1_p16_I2048,12928.0,0.0,81920.0,0.0,100.0,0.0,No direct conflict
mul2,triton,bf16,mul2_kernel,17888.0,0.0,20480.0,0.0,,0.0,No direct conflict
mul2,triton,fp16,mul2_kernel,18080.0,0.0,40960.0,0.0,,0.0,No direct conflict
mul2,triton,fp32,mul2_kernel,29536.0,0.0,81920.0,0.0,,0.0,No direct conflict
mul2,triton,int8,mul2_kernel,11264.0,0.0,20480.0,0.0,,0.0,No direct conflict
quantize_global,cutile,fp32,quantize_kernel_Kt1_A1f32_1i16t1_p16_A1f16_1i16t1_p16_I4096,23328.0,64667.0,910018.0,7.106123175585538,100.0,0.0,Mild
quantize_global,triton,fp32,quantize_kernel,23488.0,0.0,20480.0,0.0,,0.0,No direct conflict
radix_sort,cutile,int32,radix_scatter_kernel_Kt1_A1i32_1i16t1_p16_A1i32_1i16t1_p16_A1i32_1i16t1_p16_Si32_Si32_Si32_I1024_I4_I16_I65535,117920.0,175900.0,20137769.0,0.8734830556453399,79.999795205767,0.0,Confounded
radix_sort,triton,int32,radix_scatter_kernel,52480.0,32097.0,6572848.0,0.4883271300355645,,0.0,Likely
relu,cutile,bf16,relu_kernel_Kt1_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_I2048,17952.0,0.0,122880.0,0.0,100.0,0.0,No direct conflict
relu,cutile,fp16,relu_kernel_Kt1_A1f16_1i16t1_p16_A1f16_1i16t1_p16_I2048,17440.0,0.0,122880.0,0.0,100.0,0.0,No direct conflict
relu,cutile,fp32,relu_kernel_Kt1_A1f32_1i16t1_p16_A1f32_1i16t1_p16_I2048,30624.0,0.0,204800.0,0.0,100.0,0.0,No direct conflict
relu,cutile,int8,relu_kernel_Kt1_A1i8_1i16t1_p16_A1i8_1i16t1_p16_I2048,15200.0,0.0,81920.0,0.0,100.0,0.0,No direct conflict
relu,triton,bf16,relu_kernel,17280.0,0.0,40960.0,0.0,,0.0,No direct conflict
relu,triton,fp16,relu_kernel,17216.0,0.0,40960.0,0.0,,0.0,No direct conflict
relu,triton,fp32,relu_kernel,29888.0,0.0,81920.0,0.0,,0.0,No direct conflict
relu,triton,int8,relu_kernel,11872.0,0.0,20480.0,0.0,,0.0,No direct conflict
reverse_array,cutile,bf16,reverse_kernel_Kt1_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_Si32_I1024,20928.0,50531.0,1082144.0,4.669526421622261,,0.0,Mild
reverse_array,cutile,fp16,reverse_kernel_Kt1_A1f16_1i16t1_p16_A1f16_1i16t1_p16_Si32_I8192,20288.0,4208.0,641512.0,0.655950317375201,,0.0,Likely
reverse_array,cutile,fp32,reverse_kernel_Kt1_A1f32_1i16t1_p16_A1f32_1i16t1_p16_Si32_I1024,29920.0,18269.0,1365516.0,1.337882529388158,,0.0,Mild
reverse_array,cutile,int8,reverse_kernel_Kt1_A1i8_1i16t1_p16_A1i8_1i16t1_p16_Si32_I8192,15072.0,1068.0,326037.0,0.32757018375215086,,0.0,Likely
reverse_array,triton,bf16,reverse_kernel,19552.0,0.0,19699.0,0.0,,0.0,No direct conflict
reverse_array,triton,fp16,reverse_kernel,19584.0,0.0,39088.0,0.0,,0.0,No direct conflict
reverse_array,triton,fp32,reverse_kernel,28384.0,0.0,78154.0,0.0,,0.0,No direct conflict
reverse_array,triton,int8,reverse_kernel,15072.0,0.0,78152.0,0.0,,0.0,No direct conflict
rmsnorm,cutile,bf16,rmsnorm_kernel_Kt1_A2bf16_1v8l0_2t1_3i16_p16_A1bf16_1i16t1_p16_A2bf16_1v8l0_2t1_3i16_p16_Sf32_I10240_I2048,23104.0,5680.0,112114.0,5.066271830458284,100.0,0.0,Mild
rmsnorm,cutile,fp16,rmsnorm_kernel_Kt1_A2f16_1v8l0_2t1_3i16_p16_A1f16_1i16t1_p16_A2f16_1v8l0_2t1_3i16_p16_Sf32_I10240_I1024,23840.0,4967.0,103185.0,4.81368415951931,100.0,0.0,Mild
rmsnorm,cutile,fp32,rmsnorm_kernel_Kt1_A2f32_1v4l0_2t1_3i16_p16_A1f32_1i16t1_p16_A2f32_1v4l0_2t1_3i16_p16_Sf32_I10240_I1024,36096.0,5478.0,103446.0,5.29551650136303,100.0,0.0,Mild
rmsnorm,triton,bf16,rmsnorm_kernel,21728.0,10179.0,112661.0,9.035069811203522,100.0,0.0,Mild
rmsnorm,triton,fp16,rmsnorm_kernel,21792.0,11003.0,112640.0,9.768288352272727,100.0,0.0,Mild
rmsnorm,triton,fp32,rmsnorm_kernel,35584.0,14902.0,219719.0,6.7822992094447905,100.0,0.0,Mild
rope,cutile,fp16,rope_embedding_Kt1_A4f16_7v8l0_8t1_bi16_p16_A2f16_1v8l0_2t1_3i16_p16_A2f16_1v8l0_2t1_3i16_p16_I20480_I64_I16,55136.0,172457.0,2785956.0,6.190226981330645,100.0,0.0,Mild
rope,cutile,fp32,rope_embedding_Kt1_A4f32_7v4l0_8t1_bi16_p16_A2f32_1v4l0_2t1_3i16_p16_A2f32_1v4l0_2t1_3i16_p16_I20480_I64_I16,106432.0,160071.0,2777837.0,5.7624331449253505,100.0,0.0,Mild
rope,triton,fp16,rope_embedding,54464.0,0.0,163840.0,0.0,,0.0,No direct conflict
rope,triton,fp32,rope_embedding,106656.0,0.0,163840.0,0.0,100.0,0.0,No direct conflict
sigmoid,cutile,bf16,sigmoid_kernel_Kt1_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_I4096,51392.0,0.0,48850.0,0.0,100.0,0.0,No direct conflict
sigmoid,cutile,fp16,sigmoid_kernel_Kt1_A1f16_1i16t1_p16_A1f16_1i16t1_p16_I4096,52000.0,0.0,48850.0,0.0,100.0,0.0,No direct conflict
sigmoid,cutile,fp32,sigmoid_kernel_Kt1_A1f32_1i16t1_p16_A1f32_1i16t1_p16_I2048,65056.0,0.0,488299.0,0.0,100.0,0.0,No direct conflict
sigmoid,triton,bf16,sigmoid_kernel,34240.0,0.0,97686.0,0.0,,0.0,No direct conflict
sigmoid,triton,fp16,sigmoid_kernel,34336.0,0.0,97686.0,0.0,,0.0,No direct conflict
sigmoid,triton,fp32,sigmoid_kernel,63104.0,0.0,195342.0,0.0,,0.0,No direct conflict
softmax,cutile,fp16,softmax_online_kernel_Kt1_A2f16_1v8l0_2t1_3i16_p16_A2f16_1v8l0_2t1_3i16_p16_Si32_I5_I2048,44192.0,107599.0,1773336.0,6.067603657738861,99.89865926404259,0.00024178827535470404,Mild
softmax,cutile,fp32,softmax_online_kernel_Kt1_A2f32_1v4l0_2t1_3i16_p16_A2f32_1v4l0_2t1_3i16_p16_Si32_I5_I2048,47392.0,513237.0,2991817.0,17.154692282315395,99.93407530801606,0.000526364556270309,Severe/Moderate
softmax,triton,fp16,softmax_online_kernel,25376.0,23055.0,769348.0,2.9966933039404795,100.0,0.0,Mild
softmax,triton,fp32,softmax_online_kernel,37920.0,69780.0,1648037.0,4.23412823862571,100.0,0.0,Mild
streamk_matmul,cutile,bf16,full_tiles_Kt1_A2bf16_1v8l0_2t1_3i16_p16_A2bf16_1v8l0_2t1_3i16_p16_A2f32_1v4l0_2t1_3i16_p16_I4096_I148_I128_I128_I64_I8,1611072.0,18530.0,8276055.0,0.2238989470224642,99.39296443186048,0.00023948549430824473,Likely
streamk_matmul,cutile,fp16,full_tiles_Kt1_A2f16_1v8l0_2t1_3i16_p16_A2f16_1v8l0_2t1_3i16_p16_A2f32_1v4l0_2t1_3i16_p16_I4096_I148_I128_I128_I64_I8,1665536.0,16555.0,8275146.0,0.2000568932560223,99.39291489366295,0.00024048346056393388,Likely
streamk_matmul,cutile,fp32,full_tiles_Kt1_A2f32_1v4l0_2t1_3i16_p16_A2f32_1v4l0_2t1_3i16_p16_A2f32_1v4l0_2t1_3i16_p16_I4096_I148_I128_I128_I32_I8,2885664.0,22483.0,8276157.0,0.2716599020535739,99.66105513223943,0.0003978179421246786,Likely
streamk_matmul,triton,bf16,full_tiles,1910880.0,3646.0,7574354.0,0.04813611827490503,99.95244888254874,1.4360453201356371e-05,No direct conflict
streamk_matmul,triton,fp16,full_tiles,1831936.0,1705065.0,9423271.0,18.094194680382216,99.90521327014218,3.345174972890774e-05,Severe/Moderate
streamk_matmul,triton,fp32,full_tiles,3420512.0,2208598.0,9975058.0,22.1412045924946,99.95189995189995,1.7392934567816987e-05,Severe/Moderate
swiglu,cutile,bf16,swiglu_kernel_Kt1_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_I8192,104160.0,0.0,40960.0,0.0,100.0,0.0,No direct conflict
swiglu,cutile,fp16,swiglu_kernel_Kt1_A1f16_1i16t1_p16_A1f16_1i16t1_p16_A1f16_1i16t1_p16_I8192,103552.0,0.0,40960.0,0.0,100.0,0.0,No direct conflict
swiglu,cutile,fp32,swiglu_kernel_Kt1_A1f32_1i16t1_p16_A1f32_1i16t1_p16_A1f32_1i16t1_p16_I1024,149696.0,0.0,1638400.0,0.0,100.0,0.0,No direct conflict
swiglu,triton,bf16,swiglu_kernel,78880.0,0.0,327680.0,0.0,,0.0,No direct conflict
swiglu,triton,fp16,swiglu_kernel,77376.0,0.0,327680.0,0.0,,0.0,No direct conflict
swiglu,triton,fp32,swiglu_kernel,145888.0,0.0,655360.0,0.0,,0.0,No direct conflict
top_k_selection,cutile,fp32,block_topk_kernel_b2048_Kt1_A1f32_1i16t1_p16_A2f32_1v4l0_2t1_3i16_p16_I1024,26464.0,16384.0,4310918.0,0.3800582613726357,100.0,0.0,Likely
top_k_selection,triton,fp32,block_topk_kernel,45824.0,6589271.0,8908432.0,73.96667561698848,,0.0,Severe/Moderate
vector_add,cutile,bf16,add_kernel_Kt1_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_A1bf16_1i16t1_p16_I2048,24704.0,0.0,204800.0,0.0,100.0,0.0,No direct conflict
vector_add,cutile,fp16,add_kernel_Kt1_A1f16_1i16t1_p16_A1f16_1i16t1_p16_A1f16_1i16t1_p16_I1024,23936.0,0.0,245760.0,0.0,100.0,0.0,No direct conflict
vector_add,cutile,fp32,add_kernel_Kt1_A1f32_1i16t1_p16_A1f32_1i16t1_p16_A1f32_1i16t1_p16_I512,41632.0,0.0,491520.0,0.0,100.0,0.0,No direct conflict
vector_add,cutile,int8,add_kernel_Kt1_A1i8_1i16t1_p16_A1i8_1i16t1_p16_A1i8_1i16t1_p16_I2048,15968.0,0.0,122880.0,0.0,100.0,0.0,No direct conflict
vector_add,triton,bf16,add_kernel,23744.0,0.0,40960.0,0.0,,0.0,No direct conflict
vector_add,triton,fp16,add_kernel,24032.0,0.0,81920.0,0.0,,0.0,No direct conflict
vector_add,triton,fp32,add_kernel,41536.0,0.0,163840.0,0.0,,0.0,No direct conflict
vector_add,triton,int8,add_kernel,14752.0,0.0,40960.0,0.0,,0.0,No direct conflict
weight_dequant,cutile,bf16,dequant_kernel_Kt1_A1bf16_1i16t1_p16_A2bf16_1v8l0_2t1_3i16_p16_A1bf16_1i16t1_p16_I10240_I128_I4096,188576.0,11273.0,6718112.0,0.16780012003372377,100.0,0.0,Likely
weight_dequant,cutile,fp16,dequant_kernel_Kt1_A1f16_1i16t1_p16_A2f16_1v8l0_2t1_3i16_p16_A1f16_1i16t1_p16_I10240_I128_I4096,188608.0,10641.0,6717569.0,0.15840551842489448,100.0,0.0,Likely
weight_dequant,cutile,fp32,dequant_kernel_Kt1_A1f32_1i16t1_p16_A2f32_1v4l0_2t1_3i16_p16_A1f32_1i16t1_p16_I10240_I128_I2048,196192.0,79386.0,13492542.0,0.5883694858982096,100.0,0.0,Likely
weight_dequant,triton,bf16,dequant_kernel,70208.0,0.0,204800.0,0.0,,0.0,No direct conflict
weight_dequant,triton,fp16,dequant_kernel,69696.0,0.0,204800.0,0.0,,0.0,No direct conflict
weight_dequant,triton,fp32,dequant_kernel,126912.0,0.0,409600.0,0.0,,0.0,No direct conflict
