operator,backend,default_geomean_roofline_R,autotuned_geomean_roofline_R,autotune_gain,default_latency_geomean,autotuned_latency_geomean,default_in_search_space,final_configuration_selection_rule,winning_configuration,source_file
fused_activation,cutile,0.8593816595580197,0.855722745377438,0.9957423874015843,0.024791462236084864,0.024897466000999343,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp32: {""tile"": 1024, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
fused_activation,triton,0.8697874681660402,0.8647000020781862,0.9941509089587356,0.024494866549686207,0.024638982199736564,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp32: {""BLOCK_SIZE"": 1024, ""num_warps"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
gaussian_blur,cutile,0.06268186491328245,0.06265048394841309,0.9994993613397949,0.24948865397382383,0.24961362020221084,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile_r"": 2, ""tile_c"": 128, ""occupancy"": 4}; fp32: {""tile_r"": 2, ""tile_c"": 128, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
gaussian_blur,triton,0.0760756561013807,0.07608644507963074,1.0001418190627978,0.20556397285543845,0.20553482409931237,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_R"": 8, ""BLOCK_C"": 64, ""num_warps"": 8}; fp32: {""BLOCK_R"": 8, ""BLOCK_C"": 64, ""num_warps"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
histogramming,cutile,0.01745536324919916,0.0196982767933273,1.1284942348152527,0.14718052851086383,0.13042204733545573,"no (default values not an element of the autotune space: {""_DEFAULT_CONFIG"": {""partial_block_size"": 1024, ""partial_occupancy"": 8, ""reduce_block_rows"": 64, ""reduce_block_bins"": 256, ""reduce_occupancy"": 8}})",core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"int32: {""partial_block_size"": 2048, ""partial_occupancy"": 4, ""reduce_block_rows"": 128, ""reduce_block_bins"": 64, ""reduce_occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
histogramming,triton,0.014084913158496947,0.032003807655898234,2.272204826239302,0.18240010140328036,0.08027449783440896,"no (default values not an element of the autotune space: {""_DEFAULT_CONFIG"": {""partial_BLOCK_SIZE"": 1024, ""partial_num_warps"": 4, ""reduce_BLOCK_ROWS"": 64, ""reduce_BLOCK_BINS"": 256, ""reduce_num_warps"": 4, ""reduce_num_s)","triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","int32: {""partial_BLOCK_SIZE"": 2048, ""partial_num_warps"": 8, ""reduce_BLOCK_ROWS"": 128, ""reduce_BLOCK_BINS"": 64, ""reduce_num_warps"": 8, ""reduce_num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
interleave,cutile,0.747988129363377,0.7841690035175984,1.0483709202511216,0.013581996344450972,0.012955334874414125,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 4096, ""occupancy"": 8}; bf16: {""tile"": 1024, ""occupancy"": 4}; fp32: {""tile"": 2048, ""occupancy"": 8}; int8: {""tile"": 2048, ""occupancy"": 16} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
interleave,triton,0.7835616305852253,0.7986130838397003,1.0192090228349153,0.012965377121795064,0.012720907762324079,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 1024, ""num_warps"": 4, ""num_stages"": 1}; bf16: {""BLOCK_SIZE"": 1024, ""num_warps"": 4, ""num_stages"": 2}; fp32: {""BLOCK_SIZE"": 1024, ""num_warps"": 8, ""num_stages"": 1}; int8: {""BLOCK_SIZE"": 4096, ""num_warps"": 4, ""num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
jacobi_stencil_2d,cutile,0.36159378063233477,0.4295444281882566,1.1879198459583395,0.038529808618425525,0.0324346871967124,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile_r"": 4, ""tile_c"": 512, ""occupancy"": 4}; bf16: {""tile_r"": 4, ""tile_c"": 512, ""occupancy"": 4}; fp32: {""tile_r"": 4, ""tile_c"": 512, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
jacobi_stencil_2d,triton,0.3168827524902294,0.3718072392751092,1.1733274731844967,0.043966227432357265,0.03747140371053416,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE_R"": 1, ""BLOCK_SIZE_C"": 1024, ""num_warps"": 8}; bf16: {""BLOCK_SIZE_R"": 1, ""BLOCK_SIZE_C"": 1024, ""num_warps"": 8}; fp32: {""BLOCK_SIZE_R"": 1, ""BLOCK_SIZE_C"": 256, ""num_warps"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
kl_divergence,cutile,0.4423401086300864,0.5037897918535916,1.1389195373076453,0.01640789336310196,0.014406543066149765,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp32: {""tile"": 2048, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
kl_divergence,triton,0.42159101267970234,0.4820568313249439,1.1434229308184507,0.017215427071116087,0.015056044974359086,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp32: {""BLOCK_SIZE"": 2048, ""num_warps"": 4, ""num_stages"": 3} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
l2_norm,cutile,0.4812020957869339,0.6139808039847603,1.2759312757786034,0.013945819961028552,0.010929914663717661,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile_size"": 1024, ""occupancy"": 16}; bf16: {""tile_size"": 1024, ""occupancy"": 16}; fp32: {""tile_size"": 512, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
l2_norm,triton,0.6557449835366302,0.7036193048272393,1.0730075295923858,0.010233792039888822,0.009537483901698656,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_N"": 2048, ""num_warps"": 8, ""num_stages"": 2}; bf16: {""BLOCK_N"": 2048, ""num_warps"": 8, ""num_stages"": 4}; fp32: {""BLOCK_N"": 2048, ""num_warps"": 8, ""num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
layernorm,cutile,0.5438691855256639,0.65042686663816,1.1959252039798967,0.01850555986611629,0.015350194787400469,"no (default values not an element of the autotune space: {""_DEFAULT_CONFIG"": {""tile_size"": 1024, ""occupancy"": 2}})",core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile_size"": 2048, ""occupancy"": 16}; bf16: {""tile_size"": 2048, ""occupancy"": 16}; fp32: {""tile_size"": 2048, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
layernorm,triton,0.6983849812425499,0.7889100926047646,1.129620644477713,0.01435371101878346,0.01269786391129967,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_N_SIZE"": 2048, ""num_warps"": 8, ""num_stages"": 2}; bf16: {""BLOCK_N_SIZE"": 2048, ""num_warps"": 8, ""num_stages"": 3}; fp32: {""BLOCK_N_SIZE"": 1024, ""num_warps"": 8, ""num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
leaky_relu,cutile,0.8163655182398993,0.8526439039640844,1.0444389001171952,0.01959493085612174,0.018762842758370275,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 4096, ""occupancy"": 16}; bf16: {""tile"": 4096, ""occupancy"": 8}; fp32: {""tile"": 4096, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
leaky_relu,triton,0.8356238823569475,0.8495697388840833,1.0166891550392267,0.019142456697896333,0.018828271832868514,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 4096, ""num_warps"": 8, ""num_stages"": 1}; bf16: {""BLOCK_SIZE"": 2048, ""num_warps"": 4, ""num_stages"": 1}; fp32: {""BLOCK_SIZE"": 2048, ""num_warps"": 8, ""num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
linear_self_attention,cutile,0.0012577706686113872,0.004831700492767077,3.8414797016227147,0.6609237717852733,0.1720492682822419,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp32: {""kv_block_m"": 128, ""kv_block_n"": 32, ""kv_block_k"": 64, ""kv_occupancy"": 16, ""out_block_m"": 64, ""out_block_n"": 32, ""out_block_k"": 64, ""out_occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
linear_self_attention,triton,0.008212969062571442,0.009735893230316648,1.1854291859792283,0.10121681063282256,0.08538410546152704,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp32: {""kv_BLOCK_M"": 32, ""kv_BLOCK_N"": 32, ""kv_BLOCK_K"": 64, ""kv_num_warps"": 4, ""kv_num_stages"": 3, ""out_BLOCK_M"": 64, ""out_BLOCK_N"": 128, ""out_BLOCK_K"": 32, ""out_num_warps"": 8, ""out_num_stages"": 3} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matmul_fp32_fp16_fp8,cutile,0.5671574755582955,0.6626826923549071,1.1684280308614092,0.22528028105924036,0.1928062962450115,"no (default values not an element of the autotune space: {""_DEFAULT_CONFIGS[torch.float32]"": {""tm"": 128, ""tn"": 128, ""tk"": 32, ""group_size_m"": 8, ""occupancy"": 16}, ""_DEFAULT_CONFIGS[torch.float16]"": {""tm"": 128, ""tn"": 1)",core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp32: {""tm"": 256, ""tn"": 256, ""tk"": 64, ""group_size_m"": 8, ""occupancy"": 8}; fp16: {""tm"": 256, ""tn"": 256, ""tk"": 64, ""group_size_m"": 8, ""occupancy"": 8}; fp8_e4m3fn: {""tm"": 256, ""tn"": 256, ""tk"": 128, ""group_size_m"": 8, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matmul_fp32_fp16_fp8,triton,0.5203456898743005,0.5219871102015902,1.0031544804910102,0.2455471391133983,0.24477500114759115,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp32: {""BLOCK_SIZE_M"": 128, ""BLOCK_SIZE_N"": 128, ""BLOCK_SIZE_K"": 32, ""GROUP_SIZE_M"": 8, ""num_warps"": 4, ""num_stages"": 3}; fp16: {""BLOCK_SIZE_M"": 256, ""BLOCK_SIZE_N"": 256, ""BLOCK_SIZE_K"": 64, ""GROUP_SIZE_M"": 8, ""num_warps"": 4, ""num_stages"": 3}; fp8_e4m3fn: {""BLOCK_SIZE_M"": 256, ""BLOCK_SIZE_N"": 256, ""BLOCK_SIZE_K"": 128, ""GROUP_SIZE_M"": 8, ""num_warps"": 4, ""num_stages"": 3} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matmul_int8,cutile,0.11069938806011659,0.11132837038395643,1.0056818952196758,0.14638992006025264,0.14556284721450216,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"int8: {""tm"": 256, ""tn"": 64, ""tk"": 32, ""group_size_m"": 8, ""occupancy"": 16} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matmul_int8,triton,0.11328599773018834,0.1133033083527528,1.0001528046087897,0.14304746300099005,0.14302560802890835,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","int8: {""BLOCK_SIZE_M"": 256, ""BLOCK_SIZE_N"": 64, ""BLOCK_SIZE_K"": 64, ""GROUP_SIZE_M"": 8, ""num_warps"": 4, ""num_stages"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matrix_copy,cutile,0.43941665897307247,0.4783469256047629,1.088595336195654,0.006291264769914466,0.0057792501591093825,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 1024, ""occupancy"": 8}; bf16: {""tile"": 1024, ""occupancy"": 16}; fp32: {""tile"": 1024, ""occupancy"": 16}; int8: {""tile"": 2048, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matrix_copy,triton,0.44497389385757974,0.4730904551086086,1.0631869906058535,0.006212693787369975,0.005843462948911447,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 1024, ""num_warps"": 4, ""num_stages"": 1}; bf16: {""BLOCK_SIZE"": 1024, ""num_warps"": 4, ""num_stages"": 2}; fp32: {""BLOCK_SIZE"": 4096, ""num_warps"": 4, ""num_stages"": 1}; int8: {""BLOCK_SIZE"": 2048, ""num_warps"": 4, ""num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matrix_transpose,cutile,0.7643289676500701,0.816726068825161,1.0685530751715269,0.027874552530463215,0.026086259239849852,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 128, ""occupancy"": 4}; bf16: {""tile"": 128, ""occupancy"": 32}; fp32: {""tile"": 64, ""occupancy"": 32}; int8: {""tile"": 128, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
matrix_transpose,triton,0.7603746322666458,0.8195477491030679,1.0778210033914852,0.028019514401481642,0.02599644496935492,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_TILE"": 64, ""num_warps"": 8}; bf16: {""BLOCK_TILE"": 64, ""num_warps"": 8}; fp32: {""BLOCK_TILE"": 64, ""num_warps"": 8}; int8: {""BLOCK_TILE"": 128, ""num_warps"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
mean_reduction,cutile,0.40780161415225047,0.5548369050333081,1.360555931556864,0.016455937298494285,0.012095009780056603,"no (default values not an element of the autotune space: {""_DEFAULT_CONFIG"": {""tile_size"": 1024, ""occupancy"": 2}})",core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile_size"": 512, ""occupancy"": 4}; bf16: {""tile_size"": 1024, ""occupancy"": 16}; fp32: {""tile_size"": 1024, ""occupancy"": 16} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
